,id,claim
2279,104221,Toy Story 2 was released by a production company.
2280,106832,Anthony Scaramucci is an author and a political figure.
2282,105216,Night of the Living Dead is not a series of seven zombie horror films.
2283,85338,George Harrison was married to Pattie Boyd in 1970.
2286,223694,UNICEF UK is a UK National Committee.
2287,198435,"In 1860, Arthur Schopenhauer died."
2290,114789,A Good Day to Die Hard is part of the Library of Congress.
2291,122463,Adidas is from Germany.
2292,81496,Temple Grandin includes Claire Danes playing a woman with autism.
2294,111388,John Goodman has had bit parts.
2295,51886,A Good Day to Die Hard had a director.
2299,72926,Sarah Hyland had a small role in Blind Date.
2302,199264,"The wedding of Prince Charles and Lady Diana was in London, UK."
2304,209114,Sennacherib had multiple sons.
2305,110998,Ellen DeGeneres is a star of The Ellen Show.
2313,35475,B. R. Ambedkar had a nickname.
2316,128856,Aphrodite is in mythology.
2317,193831,Ed Gagliardi fought cancer for eight years.
2319,4315,"Musala is 2,925 meters and is the highest peak in the Balkan Peninsula."
2320,98506,Baloch people speak the Balochi language and they are cultured.
2321,58124,US Airways Flight 1549 was piloted by Chelsey Sullenberger and Jeffrey Skiles.
2322,55468,The Romani people's migrations have taken them to Canada.
2325,109563,Sky UK serves London.
2326,185169,You Only Live Twice is the first Bond film directed by Lewis Gilbert.
2328,17063,Henry III was the son of King John.
2329,100490,Pocahontas helped as a translator for an English settlement.
2332,205134,Gaius Julius Caesar died before 30 BC.
2333,4658,Betsy Hodges became the mayor of Minneapolis in 2014.
2335,19687,Kareem Abdul-Jabbar is ranked in blocks.
2336,198425,Arthur Schopenhauer was a German philosopher.
2337,219161,Species distribution can be understood through factors such as river capture.
2338,153477,The Challenge: Rivals III was on a television channel.
2348,118081,Battle of the Bastards' initial broadcast was viewed by 7.66 million people.
2353,192204,"Sacre-Coeur, Paris is publicly dedicated to the Sacred Heart of Jesus and it is in France."
2354,134825,Mom (TV series) has received at least one nomination at the People's Choice Awards.
2356,4506,Maria Theresa reigned for many years.
2357,179097,The dramatic film The Good German was directed by Steven Soderburgh.
2358,135113,"The Raven (2012 film) was released in the United States on April 27, 2012."
2359,140869,Fuller House (TV series) is a television series' sequel.
2360,16393,Keegan-Michael Key played President Donald Trump's anger translator.
2361,207326,Military deception overlaps with a type of warfare.
2367,40195,Andrew Moray led an uprising against occupation.
2368,56284,Chest sensation is one symptom of pulmonary embolism.
2369,76711,"Inside Llewyn Davis was screened for the Screen Actors Guild on May 19th, 2013."
2373,146132,The Challenge: Rivals III is the 18th season of a reality game show.
2374,163818,William Blackstone was born in London.
2375,59783,Skopje was rarely contested between the Byzantines and the Bulgarian Empire.
2377,42406,Romani people has a population of 53879 in the Republic of Macedonia.
2378,212242,"Gory Guerrero died on April 18th, 1990 in his childhood home."
2384,111779,Warcraft premiered in London before the United States.
2386,112911,Brie Larson starred in Room.
2389,151476,See You on the Other Side was put out by a musical group.
2391,38702,Gamal Abdel Nasser's funeral drew five million Egyptian mourners.
2392,173604,Hair (musical) received a Drama Desk Award for best revival of a musical.
2394,7452,Salt River Valley surrounds the Salt River.
2395,138636,"Of Mughal emperors, Babur was the first."
2396,92507,Natasha Lyonne is an American citizen.
2398,197641,The University of Leicester contributed to the identification of the money of King Richard III.
2401,135647,Clueless (film) was followed by a TV situation comedy spin-off.
2404,18496,Maria Theresa was the daughter of Emperor Charles VI.
2405,13126,Chris Benoit is Canadian.
2411,97576,Yin and yang is a Taoist moral concept.
2412,1947,Raja Hindustani is a movie.
2413,93051,Saw II sold fewer than 3 million units.
2414,209346,Alexandria is the largest seaport in Egypt.
2415,55733,A near-Earth object is shorted to NEO.
2416,89707,There is a 2007 film called P.S I Love You (film).
2417,121545,Large parts of North America was periodically covered by Cordilleran Ice Sheet.
2419,140286,Chris Benoit is from Canada.
2420,3210,The Challenge XXX: Dirty 30 is the thirteenth season of a reality game show.
2423,61749,Internet access started in the United States of America.
2429,5079,The Times has been printed since at least 1785.
2433,27853,Acetylcholine causes neuromodulation.
2434,20362,Absinthe is a liquor.
2435,66580,Honeymoon is Lana Del Rey's third major-label record.
2439,148910,General Motors had non-automotive products.
2440,50887,Chumlee is the stage name of Austin Lee Russell.
2441,24117,Petyr Baelish is nicknamed Littlefinger.
2446,9119,Mom (TV series) has been nominated at the Critics' Choice Television Awards.
2450,16880,The Romani people have migrated.
2452,214799,The Tracey Fragments had a premiere in September.
2455,18346,Brie Larson was in a starring role in the movie Short Term 12.
2458,103653,John Goodman starred in an awards show.
2459,140044,Jenny McCarthy appeared as a model in Playboy magazine.
2464,47577,The Big Country was based on a serialized magazine novel.
2465,175870,Chris Mullin played with a professional basketball team in the 1990s.
2466,55425,Firefox is a desktop browser.
2467,39634,University of Chicago Law School is ranked in the 2016 QS World University Rankings.
2468,115430,Sands Hotel and Casino opened in Las Vegas in 1952.
2469,126705,The 2003 NCAA Division I Men's Basketball Tournament featured the top tier of intercollegiate players.
2470,162838,Islamabad is a place.
2474,66841,Quay premiered in New York City.
2475,151772,Jonah Hill made $16 million dollars in 2012.
2478,44239,Amancio Ortega is a businessman.
2479,124636,"Keith Stanfield's was born LaKeith Lee ""Keith'' Stanfield on August 12, 1991."
2482,217116,Innovation is viewed as the application of better solutions that meet personal needs.
2484,52378,Birmingham is in a county.
2489,104332,Doug Petrie played a character in Dr. Horrible's Sing-Along Blog.
2491,76627,The character Poe Dameron was portrayed by Oscar Isaac.
2492,217093,Innovation is often also viewed as the application of a way to go around new requirements.
2495,165705,American Idol (season 8) had at least one female judge.
2496,218092,The Indian National Congress was founded in Bombay.
2499,179109,George Clooney starred in the film The Good German.
2500,171479,Jiang Wen is a Chinese actor.
2501,34155,Temple Grandin is a 2010 biopic.
2505,137436,Boxing Helena featured Sherilyn Fenn.
2506,217021,Jab Tak Hai Jaan was praised for its chemistry between its lead singers.
2507,161809,Planet Hollywood Las Vegas is operated by an American gaming corporation and it is a rich company.
2516,198431,Arthur Schopenhauer died in September 1860.
2521,24345,Jed Whedon is the son of someone born in August.
2522,100852,Emmanuel Macron refused to work as an investment banker.
2524,119430,I (film) was released in IMAX.
2525,219708,Corsica contains a city.
2528,103509,John Goodman played Babe Ruth in the biographical drama The Babe.
2530,155393,Zac Efron produces and dances.
2531,187549,Matthew Vaughn was born in a hospital.
2532,179836,Vic Mensa has been nominated for an award.
2534,60081,"Bank of America has over 5,000 retail financial centers."
2535,13327,Kung Fu Panda was aired in theaters.
2537,21209,Mad Max: Fury Road received unanimous critical acclaim.
2538,191877,Padua is the economic and communications hub of the area.
2541,227771,"Lyon had a population of 506,615 in 2014."
2547,27115,Salman Rushdie published a novel in the United States.
2549,23516,Pakistan is in South Asia.
2552,171895,Research is used to test the validity of medical procedures.
2553,94692,Humble. is on Overexposed.
2554,183934,Gotham City Sirens is a comic book series.
2555,66927,Donald Duck typically wears a bright red bow tie.
2559,222658,A United Kingdom was directed by Amma Asante in 2015.
2563,131634,Pearl (Steven Universe) is a fictional being.
2566,186003,Kyra Sedgwick had a role in a work.
2568,52712,"In the 1960's, Samsung entered the electronics industry."
2569,17278,One Dance was Drake's first number one single in 34 countries.
2571,59982,Tye Sheridan was an actor in Mud.
2578,138708,Physics' main goal is to observe the behavior of the universe.
2582,8863,Great white sharks have killed people.
2583,153437,Menace II Society is a motion picture.
2585,182705,Nina Jacobson was born in the 20th century.
2590,29324,The End of Time is the Tenth Doctor's final adventure.
2594,215874,Jerome Flynn was born on March 28.
2595,117251,Cambridgeshire's local government is divided between Cambridgeshire County Council and Peterborough City Council.
2596,206031,The Office (US) had 202 episodes.
2599,144993,A relative of Elizabeth I was executed.
2601,32162,Sebastian Vettel has a cat.
2602,24217,Fraud is deliberate deception.
2604,181274,Sean Gunn was in Guardians of the Galaxy in 2015.
2605,97445,Doxycycline may cause nausea in children.
2608,93782,SummerSlam is thrown by the WWE in arenas.
2609,168625,The Thin Red Line (1998 film) features a performance by an American actor born in 1956.
2611,226853,Sejong the Great was a Korean king.
2613,75909,Gotham premiered in the 2010s.
2614,166943,Baadshah was dubbed into at least three other countries.
2615,81809,Matt Bomer's middle name is Steven.
2620,52924,The Raven (2012 film) was released in Canada.
2621,16387,Anxiety has been linked with physical symptoms.
2622,115678,Olympic medals had their obverse design standardized in 1924.
2623,33670,Matt Bomer is American.
2624,50888,Austin Lee Russells is the real name of Chumlee.
2628,194238,Mike Friedrich is a writer.
2632,14847,Ian Gillan writes songs.
2638,67481,"Simon Pegg was born on March 14th, 1970."
2639,105420,Anna Nicole Smith modelled for five years.
2642,223279,The Baja 1000 had Mickey Thompson as a participant.
2643,183415,"Simi Valley, California, reported a higher median household income than that of the overall nation in 2012."
2645,156831,Cordilleran Ice Sheet was located in North America.
2646,45465,Mikhail Prokhorov is the former chairman of a Russian gold producer.
2649,135477,Scores for sports games can be found by Google Search.
2650,56186,Medical school around the world vary in admission criteria.
2653,135327,Vampires caused mischief or deaths.
2658,27403,The Mormon population has been growing rapidly due to high birth and conversion rates.
2660,60978,DodgeBall: A True Underdog Story was written and directed by Rawson Marshall.
2661,101380,Sierra Morena is the Spanish name for a mountain range.
2662,220238,Aristocracy is a term with Greek etymology.
2664,198901,Lois Lane was influenced by a journalist.
2665,53192,Camp Flog Gnaw was created by musicians.
2666,19756,Mercedes-Benz is a division of a corporation.
2668,5627,Charles Howard Hinton was a theoretical mathematician.
2669,155911,Food Network is offered to 83.3% of homes with a television.
2680,110854,George III of the United Kingdom experienced the defeat of France early on in his reign and continued pursuing military goals in his career.
2681,129634,Mercedes-Benz is a division of a European company.
2682,122859,The Battle of the Trebia occurred on the left bank of the Trebbia River between Carthage and Rome.
2683,217023,Jab Tak Hai Jaan was praised for its cinematography.
2686,5031,"Ed Gein murdered people around Plainfield, Wisconsin."
2687,166921,Baadshah's dubs are the same name.
2688,12681,The Romani people originated in Northern India.
2690,145797,Keith Stanfield is a person.
2691,131416,The Premier League Asia Trophy is for soccer.
2693,61837,"John S. McCain Jr. went to school in Annapolis, Maryland."
2694,50781,Clueless (film) was followed by a series of young adult films.
2696,165704,American Idol (season 8) was hosted by an American celebrity.
2697,73773,Robert Zemeckis has made movies for children.
2698,109737,Emilia Clarke is an actress.
2701,20720,Gotham premiered on Fox.
2702,213436,"The Originals (TV series) began airing on The CW on October 30, 2013."
2703,139505,Stomp the Yard features an American actor born in 1982 in a prominent role.
2708,151828,Georgians arose from the ancient Iberian civilizations and they are significant people.
2710,207676,Andrew Carnegie called on the wealthy to improve society.
2711,51247,SummerSlam closed in Brooklyn.
2712,58322,Vatican City is a sovereign state that includes a city and its dependent territories.
2716,112316,Ice-T signed to Sire Records.
2717,152055,"Ed Gein's was born and raised until the age of fourteen in Plainfield, Wisconsin."
2719,106262,Adidas manufactures boots.
2720,22638,Melilla is a Spanish city.
2721,27363,Castlevania is an action-platformer which has received numerous video game awards.
2722,77616,Night of the Living Dead is a 1968 American independent horror film.
2724,56532,Richard Kuklinski has a family.
2726,80597,"Scaramouche is French for ""little skirmisher""."
2727,159321,Weill Cornell Medicine is a school as part of a university.
2728,50847,Kate Walsh was on a CBS television comedy.
2730,80333,Deepika Padukone has been the object of both favorable and unfavorable critical reviews.
2735,76585,Samsung entered the shipbuilding industries.
2737,71815,Ed and Lorraine Warren were authors.
2738,53525,George III was succeeded by the Prince Regent.
2740,166928,Baadshah was dubbed under the same country.
2743,129819,Touch My Body is a song by Mariah Carey.
2744,111424,SpongeBob SquarePants is media that's been franchised.
2747,78484,Michael Hutchence died in a bedroom.
2748,170091,"Ann Biderman was born on August 15th, 1951."
2753,161710,Multicellular organisms include land plants.
2757,149931,John S. McCain Jr. registered into the submarine service.
2758,91644,Anthony Scaramucci is a critic.
2760,114010,Adobe Photoshop is part of the American company Adobe Systems.
2768,62368,Pharmacology is classified as a biomedical science.
2769,57718,Bonaire is one of the three BES islands in the Caribbean.
2771,116998,Meghan Markle was born in July.
2773,90174,Simon Pegg is a producer.
2775,12483,Richard Dawson was the host of Family Feud in the 1970s in the United States.
2776,158641,Bill Graham Civic Auditorium was designed by American architect John Galen Howard.
2777,130325,Dark matter is different from neutrinos.
2784,1395,Pocahontas was alive during the 16th and/or 17th centuries.
2786,208904,The Monster features production from Rihanna.
2788,9767,"Manchester United is based in Old Trafford, Greater Manchester, England."
2789,12612,The Challenge XXX: Dirty 30 is a season of an American TV show.
2791,151286,Meghan Markle is an animal rights activist.
2796,96414,Mandy Moore is a vegetarian.
2798,215854,Jerome Flynn's legal middle name is Patrick.
2799,180714,Cary Elwes writes.
2807,46390,Keegan-Michael Key played President Barack Obama's famous anger translator.
2811,177492,Pythagoras is generally considered to be the founder of a movement based on the teachings and beliefs about the afterlife held by Pythagoras and his followers.
2812,204545,Commodore is used in many navies.
2816,130835,Babur died in Asia.
2817,198532,Catherine Hardwicke is a film director.
2818,195200,Kevin Bacon played a criminal.
2820,573,Doxycycline may not cause vomiting.
2824,124243,Ayananka Bose works on movies in Bollywood.
2827,109365,"Minor League Baseball is a hierarchy of baseball leagues such as the International League, the Pacific Coast League, and the Mexican League."
2829,80800,Rick Ross founded a record label.
2831,83469,Talulah Riley makes an appearance in St Trinian's.
2833,163836,"William Blackstone attended Charterhouse School, where he was educated."
2836,154054,The Hit was printed on DVD.
2841,223492,Prague Castle attracts over 2 million visitors annually.
2842,149159,Yemen has a coast.
2843,67568,Jonah Hill made $16 million dollars in 2014.
2847,126300,Zoe Saldana's birthday is May 19.
2849,220450,The Church of Jesus Christ of Latter-day Saints enforces a law of Sabbath observance.
2850,76307,Clancy Brown stars in The SpongeBob SquarePants Movie.
2853,151996,Meghan Markle is someone who campaigns for a cause.
2856,107793,One Dance became number one in the Netherlands.
2862,6487,Nate Diaz participates in mixed martial arts.
2864,57988,Arjit Singh is a man.
2865,223499,Prague Castle attracts over 18 million visitors annually.
2866,85138,There is television series called Younger.
2874,168091,Jean-Jacques Dessalines was born in 1758.
2875,122293,Kenny Chesney makes country music for a living.
2876,1730,Joni Mitchell released 17 singles.
2877,33377,"In its opening weekend, Kung Fu Panda made $60.2 million."
2882,75550,Uganda was ruled by the British in the 1800's.
2886,139406,There are stripes on the Bengal tiger.
2889,194259,Coins of the Swiss franc are used in a country.
2890,196171,Jon Hamm received incentive bonuses while filming Mad Men.
2894,135174,"Joseph Goebbels' Propaganda Ministry controlled the news media, arts, and information in books."
2895,121280,"Shomu Mukherjee died on April 1, 2008."
2896,127438,MSG is used in food.
2899,1361,"Deepika Padukone has acted in comedies, dramas, and romances."
2900,143105,Jefferson Davis grew up in the United States.
2911,128807,The Quiet stars an actress.
2913,32091,Bonaire was part of the Netherlands Antilles until the country's dissolution.
2915,133704,Lucy Hale's middle name is Karen.
2916,183461,"Henry III of France was succeeded by Henry IV, who became the first French king of the House of Bourbon."
2917,82396,Minor League Baseball is a professional baseball league hierarchy.
2922,106409,The Icelandic Coast Guard is an entity that services people.
2923,135151,The House of the Spirits received Bavarian Film Awards.
2928,182934,The cinematography of Far from the Madding Crowd was by at least one cinematographer.
2932,7025,Uranium uses the symbol U.
2938,182689,Nina Jacobson was president of a Walt Disney Company subsidiary.
2939,9533,"Younger premiered on March 31, 2015."
2945,92644,The KGB was governed by military laws and regulations.
2946,227116,Blank Space is on a list in a country.
2947,20783,John S. McCain Jr. got a degree from the U.S. Naval Academy.
2948,109118,Ragtime features Morgan Freeman.
2949,219677,Corsica contains an administrative division.
2951,64666,Deepika Padukone has given both positive and negative criticism.
2952,9859,Bob Ross created The Joy of Painting.
2959,201576,A thunderstorm requires the presence of lightning.
2961,107287,Port of Spain is a retail center.
2962,47605,Tye Sheridan was an actor in The Tree of Life.
2963,141749,Veep has won an award.
2964,194242,Coins of the Swiss franc are official coins.
2965,195219,Kevin Bacon played a role in The Woodsman.
2966,170115,Ann Biderman is an New Yorker.
2967,143157,"The governor and the state legislature identified Florida State University as one of two ""preeminent"" state universities."
2970,115518,Malta is officially Catholic.
2975,80362,Personality is affected by the development of personal storage of information.
2976,33214,Chest pain is one symptom of pulmonary embolism.
2977,87241,Keegan-Michael Key awarded the character of Luther.
2978,147526,Personality is affected by development.
2983,221258,"The Block (album)'s single was cancelled on May 13, 2008."
2985,80112,A brief period of civil wars was sparked by the death of Nero.
2988,171904,"To test the validity of procedures, research is used."
2989,11449,"No Way Out is by Puff Daddy and credits ""The Family""."
2992,31481,Nate Diaz competed in Japan.
2993,139899,More than 28 Africa Cup of Nations have occurred to date.
2996,87809,Brie Larson is a singer.
2997,121683,Personality is affected by the development of abilities.
3000,147781,Baloch people barely speak a branch which has existed since Old Persian.
3002,171500,Jiang Wen is an actor.
3003,188639,Foot Locker is a retailer.
3005,198082,Story of My Life was recorded by a band that consisted of only boys.
3007,219682,Corsica contains Calvi.
3010,160899,Robert Singer (producer) directed at least one television show.
3018,174871,"The Alfred P. Murrah Federal Building was located in Downtown Oklahoma City, Oklahoma."
3019,112842,Alberto Contador won the 2011 Giro d'italiav initially.
3020,41290,The Wonder Years was a drama.
3021,104605,Parkinson's disease has afflicted professional boxer Muhammad Ali.
3025,79366,Temple Mount is related to an Abrahamic religion.
3028,37455,Cthulhu is Freudian.
3029,18031,Two and a Half Men originally aired on CBS.
3030,222650,A United Kingdom was directed by Amma Asante.
3031,89633,Romani people has a population of 5387 in the Republic of Macedonia.
3033,124819,Jack Dylan Grazer's grandparents are Angela Lafever and Gavin Grazer.
3035,64599,Babur was from East-Central Asia.
3037,9348,2 Hearts is a song by Minogue.
3039,64874,Keith Godchaux knew the Grateful Dead.
3040,45806,"Bonobos' estimated population is less than 50,000."
3041,75401,Aubrey Anderson-Emmons was not born in 2007.
3042,147352,Alberto Contador initially lost the 2011 Giro d'italia.
3050,223273,The Baja 1000 was covered by Jim McKay in 1968.
3052,124380,Dark matter is distinct from the moon.
3053,163828,William Blackstone owns property in London.
3056,182044,The Fly is an American film from 1986.
3058,47786,There are many airports contained in the San Francisco Bay Area.
3059,154228,Ned Stark was introduced in the 1996 novel A Game of Thrones.
3061,177966,Children get cavities from Trick-or-Treating.
3062,194179,Jeb Bush's mother is Catholic.
3063,5418,Julie Bowen has an acting career.
3064,57080,Two and a Half Men featured Angus T. Jones.
3065,79150,Yvonne Strahovski worked on an ABC marketing campaign.
3072,174889,The Alfred P. Murrah Federal Building was a complex.
3073,100663,Antigua has a foreign population.
3080,20563,Aestheticism concerns itself with fine art and other things.
3082,65864,The Invisible Man was based on a H. G. Wells short story.
3085,45515,"Macklemore's song ""Thrift Shop"" was number one in America in 2013."
3086,88164,"VH1 named Annie Lennox as ""The Greatest White Soul Singer Alive."""
3087,194734,L. Ron Hubbard spent the last years of his life on his ranch.
3088,187551,Matthew Vaughn is English and lived in London.
3089,16721,Goldie Hawn was a bankable star.
3090,28048,The Love Club EP is the debut extended play of singer Ella Marija Lani Yelich-O'Connor.
3093,94917,Henry Cavill is famous.
3095,177488,Pythagoras was an Ionian Greek person who used an extensive knowledge of mathematics in his work.
3097,45392,Johann Wolfgang von Goethe became managing director of the theater at Weimar in May 1791.
3098,71812,Google Search can find sports teams.
3101,6211,The ovary is part of the process of hormone regulation.
3103,177977,"In some cultures, clothes are given away when Trick-or-Treating."
3104,141027,Google Search can be used by spring 2018.
3110,69783,Yemen is not the second-largest country in the Arabian peninsula.
3111,113361,Eurotas (river) is in Europe.
3114,71848,Raja Hindustani is a drama romance movie from 1996.
3119,137129,SummerSlam was promoted by WWE in 2015.
3121,8065,Accessing email and the World Wide Web requires Internet Access.
3122,168075,Jean-Jacques Dessalines was partially in charge of the Haitian Revolution.
3123,137767,Georgians arose from a place that was dependent on the Safavid Empire.
3124,46456,Fred Seibert has produced live action dancing.
3128,54606,Donna Noble travels with the Tenth Doctor.
3130,23943,Emilia Clarke is an actress.
3132,124472,"In 2015, among Americans, more than 50% of adults had consumed alcoholic drink at some point."
3133,12475,Physics is a discipline of science.
3135,179089,The film The Good German starred George Clooney.
3136,206441,"Uta Hagan was born on June 12th, 1919."
3137,220251,Aristocracy is a term that comes from Greek.
3138,108663,The Hunger Games is a book.
3143,26281,Legendary Entertainment has been a subsidiary of Wanda Group since 2016.
3145,93307,Food Network is offered in a federal democracy based on a constitution.
3146,62419,The Punisher has a protagonist.
3147,145617,Talulah Riley appeared a film.
3148,169937,Japan national football team qualified for the last 6 consecutive FIFA World Cups.
3149,219194,Species distribution can be understood through at least one environmental factor.
3153,59820,Mom (TV series) was conceived of at the People's Choice Awards.
3154,15389,"Richard Fortus has, with Guns N' Roses, recorded a studio album."
3155,127628,Pakistan is a federal parliamentary republic in South Asia.
3157,206022,The Office (US) ran for nine seasons.
3158,137038,Emily is the name of the mother of Lorelai Gilmore.
3161,154940,Chris Benoit held a professional career as a wrestler.
3162,126747,Keegan-Michael Key played a character.
3164,94159,Jack Dylan Grazer was born in the month of September.
3165,217382,Fiji Hindi has been subject to original influence by Magahi and other Bihari languages.
3168,179819,"Vic Mensa is from Chicago, Illinois."
3171,19193,Pulmonary embolism is indicated by low blood oxygen levels.
3173,32595,Castlevania was developed by Konami.
3175,16507,Henry Condell had a widow that was buried on the 3rd.
3177,94116,Road House was premiered in 1989.
3179,101883,Robert Singer (producer) wrote for a tv show.
3183,228694,Two and a Half Men season aired.
3186,115315,A Good Day to Die Hard was written by Skip Woods in 3 months.
3187,215267,PBS is a public broadcaster.
3190,26687,The Stanford prison experiment was an examination of the causes of troubles between guards and prisoners.
3191,192199,"Sacre-Coeur, Paris is publicly dedicated to something."
3192,195479,William Howard Taft declined at least five offers of appointment to the Supreme Court of the United States.
3194,126050,Georgians arose from a place that was dependent on the Mongol Empire.
3196,127659,The Book of Mormon was awarded multiple Tony Awards.
3198,147158,"NXT Tag Team Championship was created by World Wrestling Entertainment, Inc."
3199,145938,Proponents of globalism tend to advocate for changes to global policy.
3200,164092,Annie is a film.
3204,30638,Mandy Moore is an American citizen.
3205,144506,Japan is in the Eastern Hemisphere.
3209,24689,Pulmonary embolism is indicated by alterations in blood oxygen levels.
3210,108525,MS-13 is cruel for its tactics.
3211,189711,Martial arts films have fights between multiple characters.
3213,97378,Mikhail Prokhorov fathered the former chairman of Russia's largest gold producer.
3215,73880,A near-Earth object is a tiny Solar System entity.
3216,102108,Birmingham has a post office.
3220,212055,Social interaction can be supplied by a Pet.
3221,79113,The Raven (2012 film) was released in Croatia in 2012.
3222,105383,The Paper stars Ryan Gosling.
3224,157597,Pakistan's economy is the 25th largest in the world in purchasing power parity.
3225,13239,The Maltese language is the national language of Malta.
3231,221240,The Block (album) was released by the band the New Kids on the Block.
3233,71722,Zac Efron is a performer.
3237,156102,"Keith Stanfield was born on March 12, 1991."
3238,126266,Ned Stark was employed with a set of actors in a drama.
3244,98606,Bonobos were separated from the common chimpanzee's dwellings.
3245,123236,The New England Patriots reached more than two Super Bowls.
3246,206436,Uta Hagan is an American actress.
3247,7702,An American directed One True Thing.
3248,4806,Dark matter is distinct from dark energy.
3249,148180,Kareem Abdul-Jabbar is ranked 3rd all-time in blocks and rebounds.
3250,160053,Levoamphetamine improves the ability to focus on tasks.
3251,223205,FC Bayern Munich was founded by 11 football players.
3252,216186,Tenacious D's release occurred before 2005.
3253,166936,The same name was used for all the dubs of Baadshah.
3255,15979,Parkinson's disease causes tremors.
3259,91798,"In 2015, among Americans, 44% of adults had consumed alcoholic drink in the last month."
3260,84080,Julie Bowen is Buddhist.
3263,160379,Mamata Banerjee is an Indian politician in West Bengal.
3264,128709,Coeliac disease may not result in increased risk of early death.
3265,199257,Prince Charles and Lady Diana's wedding ceremony was a traditional Church of England service.
3267,25131,Night of the Living Dead began as a 1968 film.
3268,175436,A manga series illustrated by Takeshi Obata is the basis for the Japanese television drama series Death Note.
3269,147304,Elizabeth of York was the mother of more than one human.
3272,33796,Ed and Lorraine Warren believed Roman Catholicism.
3278,103833,2.6 million years is how far Cordilleran Ice Sheet dates back to.
3279,192018,Adam Lambert's album ended at number sixteen on the U.S. Billboard 200 chart.
3280,47680,James Brolin is an Episcopalian.
3283,51189,Minor League Baseball prepares players for leagues.
3284,7963,Emmanuel Macron worked in France.
3285,180690,Cary Elwes is a musician.
3287,201438,A dynamic web page is generated by a web application.
3288,34700,Matt Bomer is a stage actor.
3289,146582,Syco was established by a British person.
3291,188131,Stephen Moyer acted in a film adaptation of a comic.
3293,164531,The Nobel Prize in Chemistry was awarded in 1912.
3294,76615,South Island is divided from North Island by Cook Strait.
3296,77576,Jamie Lee Curtis made her film debut in 1978.
3298,33982,Henry Cavill starred in two Superman films.
3299,80013,Kate Walsh portrayed the role of Dr. Addison Montgomery on Grey's Anatomy.
3300,121817,The Premier League Asia Trophy is for football and especially association football.
3303,151781,Shannon Lee is a novelist.
3305,148164,Little Dorrit is a Charles Dicken's novel.
3306,10654,The Beverly Hillbillies ranked among the top 20 most watched programs on television.
3307,219172,Species distribution can be understood through factors such as continental drift and extinction.
3309,27584,"Annie Lennox was named one of ""The 100 Greatest Dancers of All Time."""
3312,156560,Alex Jones's views are further right than the standard political right on the left-right spectrum.
3314,125481,Wolfgang Amadeus Mozart was married.
3315,9842,Loretta Sanchez is a politician.
3317,194882,Rebel in the Rye was created by a screenwriter.
3322,216179,Tenacious D was released before 2006.
3323,175452,Death Note is a Japanese television science fiction series based on the manga series of the same name.
3329,161911,Alan Shepard was Chief of the Astronaut Office.
3331,164888,Hezbollah received financial support from Syria.
3334,162035,Benjamin Walker (actor) is a thespian.
3335,80532,Emperor Norton is widely known.
3339,107877,Sarah Hyland had a small role in a film.
3340,100795,Eurotas (river) is one of the minor rivers of Peloponnese.
3342,59979,The Gettysburg Address was delivered by someone who was assassinated.
3345,192042,American Library Association is a library association and it is in the world.
3349,1926,The Walking Dead (comic book) the inspiration of a video game.
3350,47525,King Edward the First's occupation of north Scotland was opposed by Andrew Moray.
3351,46996,Google Search searches for pictures based on information entered into a device.
3354,77046,Kenny Chesney's maiden name is Kenneth Arnold Chesney.
3358,198065,Story of My Life was recorded by a band.
3363,5092,Richard Kuklinski led a double life.
3365,47215,Ekta Kapoor worked on an Indian soap opera that premiered in August 2000.
3366,222659,A United Kingdom was directed by a Swede.
3367,40859,Temple Grandin features Claire Danes playing an autistic woman who changed practices for the handling of livestock.
3371,173051,The capitol city of Catalonia is Barcelona.
3372,143205,The American Civil War began in 1861.
3373,34521,Fraud is to deprive a victim of a lawful right.
3375,156822,Kevin Costner has acted in Mexico.
3378,117918,B. R. Ambedkar was an Indian politician during the British Raj.
3381,191660,Ang Lee works in the film industry.
3384,35702,Cthulhu is a gigantic deity.
3385,182679,Nina Jacobson is a film executive.
3391,79731,Simon Pegg is a person who acts.
3394,127056,The United States dollar is a form of trade.
3401,226848,Sejong the Great was a ruler.
3404,27439,Salman Rushdie wrote a novel published in December 1981.
3410,218105,The Indian National Congress was founded before the establishment of the British Raj.
3412,39793,A.J. Styles was the winner of a WWE Championship.
3413,133234,"Touch My Body, from Carey's eleventh studio album, was released in 2008."
3415,88459,The Beverly Hillbillies was ranked in the top 20 most watched programs on television.
3416,5111,"Michael Hutchence died in Sydney, Australia."
3418,31249,Samsung entered the ring and shipbuilding industries in the mid-1970s.
3422,74507,Inside Llewyn Davis competed in the 65th Cannes Film Festival.
3423,102540,Annabelle is in the United States.
3427,4423,Elizabeth Olsen is a person.
3428,125930,The 2003 NCAA Division I Men's Basketball Tournament involved 65 schools and was single-elimination.
3429,105884,Hollow Man has a sequel called Hollow Man 2 released in France.
3430,13560,Malta has Catholicism as its official religion.
3431,179087,The film The Good German starred Cate Blanchett.
3432,122095,Victor Frankenstein is based on contemporary adaptations of a novel.
3433,105134,Matches were contested at SummerSlam.
3440,10655,The Beverly Hillbillies ranked among the top 20 most watched programs on television for eight of its nine seasosn.
3441,113422,Night of the Living Dead is a 1969 American independent horror film.
3443,212232,Gory Guerrero was Hispanic and German.
3445,115459,The Tenth Doctor appears in his standard suit and blazer.
