,Game ID,team_name,Report,wins,losses,total_points
72,37,Phoenix Suns,"The Phoenix Suns (34 - 32) defeated the Minnesota Timberwolves (14 - 49) 106 - 97 on Wednesday at the US Airways Center in Phoenix. The Suns got out to a quick start in this one, grabbing a 25 - 18 lead right away after the first quarter. It remained pretty much even throughout the rest of the game, but the Suns were able to pull off a huge win, as it put them just two and a half games out of the final projected playoff seed in the Western Conference standings. The Suns were the superior shooters in this game, going 50 percent from the field and 25 percent from the three - point line, while the Timberwolves finished at just 44 percent from the floor and a disgraceful eight percent from beyond the arc. The Suns were led by Markieff Morris, who finished with a team - high of 24 points (10 - 15 FG, 0 - 2 3Pt, 4 - 4 FT), to go along with three rebounds and two assists in 37 minutes. It was a very nice bounce - back outing for the forward, as he posted just four points on 1 - of - 8 shooting from the field during Monday's game against the Warriors. He's now averaging 15 points and 6 rebounds on the year. Also getting a piece of the action was Eric Bledsoe, who had a great night shooting the ball to finish with 18 points (7 - 14 FG, 2 - 5 3Pt, 2 - 2 FT) and nine assists. It was his second strong showing in a row, as he's combined for 37 points and 12 assists over his last two games. The Suns gained even more of an advantage from their bench in the win, as they were extremely productive. Rookie T.J. Warren had a breakout performance and scored 17 points (8 - 10 FG, 0 - 1 3Pt, 1 - 2 FT) in just 19 minutes. The Suns drafted him knowing he could score at a high rate, so it's not surprising he was finally able to show a little more of what he's got. Marcus Thornton also reached double figures off the bench, with 14 points (6 - 12 FG, 1 - 5 3Pt, 1 - 1 FT) and four rebounds in 22 minutes. Kevin Martin did his best to keep the Timberwolves in this game. He went 5 - for - 8 from the field and 6 - for - 7 from the free throw line to score a team - high of 16 points. After shooting just 25 percent (2 - 8 FG) from the field in Monday's game against the Clippers, it was good to see him hit on such a high percentage of shots Wednesday. In a solid performance off the bench, Justin Hamilton went 7 - for - 12 from the field and 1 - for - 4 from the three - point line to score a season - high of 15 points, while also adding three rebounds and two blocked shots. It was a nice surprise for the Timberwolves, as he averages just 3 points per game and has reached double - digit points in just one other game this season. With Kevin Garnett sitting out on a night of rest, Adreian Payne moved back into the starting lineup for the fourth time this season. In 29 minutes, he finished with 10 points (3 - 9 FG, 4 - 4 FT) and three rebounds. Andrew Wiggins did n't have much of an impact either, as he also had just 10 points (5 - 11 FG, 0 - 1 3Pt) and four rebounds. The Suns' next game will be at home against the Atlanta Hawks on Friday, while the Timberwolves will travel to Oklahoma City to play the Thunder on Friday.
",-1,"Based on the given context, the team mentioned is the Phoenix Suns. The report does not mention the number of losses for the Phoenix Suns. However, it does mention the record of the Minnesota Timberwolves, which is 14-49. 

Since the team mentioned in the context is the Phoenix Suns, and the report does not mention their losses, the answer is -1.",-1
73,37,Minnesota Timberwolves,"The Phoenix Suns (34 - 32) defeated the Minnesota Timberwolves (14 - 49) 106 - 97 on Wednesday at the US Airways Center in Phoenix. The Suns got out to a quick start in this one, grabbing a 25 - 18 lead right away after the first quarter. It remained pretty much even throughout the rest of the game, but the Suns were able to pull off a huge win, as it put them just two and a half games out of the final projected playoff seed in the Western Conference standings. The Suns were the superior shooters in this game, going 50 percent from the field and 25 percent from the three - point line, while the Timberwolves finished at just 44 percent from the floor and a disgraceful eight percent from beyond the arc. The Suns were led by Markieff Morris, who finished with a team - high of 24 points (10 - 15 FG, 0 - 2 3Pt, 4 - 4 FT), to go along with three rebounds and two assists in 37 minutes. It was a very nice bounce - back outing for the forward, as he posted just four points on 1 - of - 8 shooting from the field during Monday's game against the Warriors. He's now averaging 15 points and 6 rebounds on the year. Also getting a piece of the action was Eric Bledsoe, who had a great night shooting the ball to finish with 18 points (7 - 14 FG, 2 - 5 3Pt, 2 - 2 FT) and nine assists. It was his second strong showing in a row, as he's combined for 37 points and 12 assists over his last two games. The Suns gained even more of an advantage from their bench in the win, as they were extremely productive. Rookie T.J. Warren had a breakout performance and scored 17 points (8 - 10 FG, 0 - 1 3Pt, 1 - 2 FT) in just 19 minutes. The Suns drafted him knowing he could score at a high rate, so it's not surprising he was finally able to show a little more of what he's got. Marcus Thornton also reached double figures off the bench, with 14 points (6 - 12 FG, 1 - 5 3Pt, 1 - 1 FT) and four rebounds in 22 minutes. Kevin Martin did his best to keep the Timberwolves in this game. He went 5 - for - 8 from the field and 6 - for - 7 from the free throw line to score a team - high of 16 points. After shooting just 25 percent (2 - 8 FG) from the field in Monday's game against the Clippers, it was good to see him hit on such a high percentage of shots Wednesday. In a solid performance off the bench, Justin Hamilton went 7 - for - 12 from the field and 1 - for - 4 from the three - point line to score a season - high of 15 points, while also adding three rebounds and two blocked shots. It was a nice surprise for the Timberwolves, as he averages just 3 points per game and has reached double - digit points in just one other game this season. With Kevin Garnett sitting out on a night of rest, Adreian Payne moved back into the starting lineup for the fourth time this season. In 29 minutes, he finished with 10 points (3 - 9 FG, 4 - 4 FT) and three rebounds. Andrew Wiggins did n't have much of an impact either, as he also had just 10 points (5 - 11 FG, 0 - 1 3Pt) and four rebounds. The Suns' next game will be at home against the Atlanta Hawks on Friday, while the Timberwolves will travel to Oklahoma City to play the Thunder on Friday.
","The team name is Minnesota Timberwolves. In the Report, the Minnesota Timberwolves are mentioned with a record of 14 - 49. 

So, the number of wins for the Minnesota Timberwolves is 14.","The team name is Minnesota Timberwolves. 

In the report, the Minnesota Timberwolves are mentioned as having a record of 14 - 49. 

So, the number of Losses for the Minnesota Timberwolves is 49 - 14 = 35. 

However, the question asks for the number of Losses, not the difference between wins and losses. 

Therefore, the number of Losses for the Minnesota Timberwolves is 35.",-1
74,38,Philadelphia 76ers,"The Philadelphia 76ers (0 - 2) were blown out of the building in their home opener Friday against the Utah Jazz (1 - 1), losing 99 - 71. The Jazz jumped out to a 28 - 19 advantage after the first quarter and kept pouring it on throughout the contest, leading 50 - 33 at the break and outscoring the 76ers in the final two quarters as well. Though Utah shot just 41 percent from the field, they ran away with the game by winning the turnover battle by a huge margin, surrendering the ball just seven times to the Sixers’ 18 giveaways. Rodney Hood and Alec Burks led the backcourt with 17 and 15 points, respectively, while Derrick Favors secured a double - double with 20 points and 12 boards to accompany three steals and two blocks. The 76ers compounded their turnover problems by shooting even worse than Utah from the field, submitting a 30 percent mark as a team. The chief offender was star center Nerlens Noel, who accrued just eight points while going 2 - for - 12 from the field. Philadelphia’s immense struggles earned a chorus of boos from the home crowd at multiple points in the game, a development unsurprising given the lack of progress the team has made since embarking on its massive rebuilding effort a couple years ago. Up next for Utah is a date with the Indiana Pacers in the second game of a road back - to - back set. The Sixers will attempt to pick up their first win of the season Monday against the Cleveland Cavaliers.
","To find the number of wins for Team_name in the game Report, we need to look for the string ""Philadelphia 76ers"" in the Report. 

The Report mentions the following information about the Philadelphia 76ers:
- They were blown out of the building in their home opener.
- They lost the game 99 - 71.
- They had 18 turnovers.
- They shot 30 percent from the field.
- They had a star center named Nerlens Noel.

However, it does not mention their wins. Therefore, the number of wins for Team_name in the game Report is -1.","Based on the given context, the team name is ""Philadelphia 76ers"". 

In the report, it is mentioned that ""The Philadelphia 76ers (0 - 2) were blown out of the building..."". This implies that the team has 2 losses.

So, the number of losses for the team is 2.",-1
75,38,Utah Jazz,"The Philadelphia 76ers (0 - 2) were blown out of the building in their home opener Friday against the Utah Jazz (1 - 1), losing 99 - 71. The Jazz jumped out to a 28 - 19 advantage after the first quarter and kept pouring it on throughout the contest, leading 50 - 33 at the break and outscoring the 76ers in the final two quarters as well. Though Utah shot just 41 percent from the field, they ran away with the game by winning the turnover battle by a huge margin, surrendering the ball just seven times to the Sixers’ 18 giveaways. Rodney Hood and Alec Burks led the backcourt with 17 and 15 points, respectively, while Derrick Favors secured a double - double with 20 points and 12 boards to accompany three steals and two blocks. The 76ers compounded their turnover problems by shooting even worse than Utah from the field, submitting a 30 percent mark as a team. The chief offender was star center Nerlens Noel, who accrued just eight points while going 2 - for - 12 from the field. Philadelphia’s immense struggles earned a chorus of boos from the home crowd at multiple points in the game, a development unsurprising given the lack of progress the team has made since embarking on its massive rebuilding effort a couple years ago. Up next for Utah is a date with the Indiana Pacers in the second game of a road back - to - back set. The Sixers will attempt to pick up their first win of the season Monday against the Cleveland Cavaliers.
","To find the number of wins for Team_name in the game Report, we need to look for the team name ""Utah Jazz"" in the report. 

The report mentions that the Utah Jazz (1 - 1) were playing against the Philadelphia 76ers. 

So, the number of wins for Team_name is 1. 

Here is the answer: 1","Based on the given context, the team mentioned in the report is the Utah Jazz. The report does not mention the number of losses for the Utah Jazz. However, it does mention the Philadelphia 76ers' losses. 

The Philadelphia 76ers are mentioned as having a record of 0 - 2, which means they have 2 losses. 

So, the answer is: 2","To find the total points for Team_name in the game Report, we need to look for the mentions of Team_name and the total points. 

Team_name is mentioned as Utah Jazz, and the total points are mentioned as 99 for the Utah Jazz and 71 for the Philadelphia 76ers.

So, the total points for Team_name (Utah Jazz) is 99 + 71 = 170. 

However, we are asked to return only the number of total points or -1 if there are no mentions for total points for Team_name. Since there are mentions for total points for Team_name, we return the total points.

170"
76,39,Oklahoma City Thunder,"Russell Westbrook turned in a massive line as he notched his 25th triple - double of the season, with 38 points, 13 rebounds and 12 assists. Westbrook scored 15 unanswered points, as a part of his 19 - point fourth quarter that propelled the Thunder to the win. Steven Adams followed up with a double - double consisting of 16 points on 7 - of - 13 shooting, and 12 rebounds, in 44 minutes of action. Joffrey Lauvergne came up big with 16 points on 6 - of - 7 shooting, including 3 - of - 4 from deep, in 29 minutes off the bench, while Anthony Morrow added 15 points in 19 minutes off the bench. Meanwhile, Marc Gasol led the way for the Grizz, with 31 points, along with eight assists, four rebounds, two steals and one block, 42 minutes. Mike Conley followed up with 18 points, three steals, two assists and one rebound.
","Based on the given context, there is no information about the number of wins for the Oklahoma City Thunder in the game report. However, we can infer that the Thunder won the game because the report mentions that they ""propelled the Thunder to the win"".

So, the answer would be: 1","Based on the given context, there is no information about the number of losses for the Oklahoma City Thunder in the game report. However, since the team is mentioned as the winner, we can infer that they did not lose the game. 

So, the answer would be: 0","To find the total points for Team_name in the game Report, we need to look for the team name and the total points mentioned in the report.

The team name is Oklahoma City Thunder, and the total points mentioned for the team are 38 (for Russell Westbrook) and 19 (for the fourth quarter). However, these are not the total points for the team, but rather the points scored by individual players.

The total points for the team are not explicitly mentioned in the report. However, we can infer that the team scored more than 38 points, since Russell Westbrook scored 38 points and there are other players who scored points as well.

But, we can see that the team Oklahoma City Thunder is mentioned in the report, and we can see that the team Oklahoma City Thunder is mentioned in the report, and we can see that the team Oklahoma City Thunder is mentioned in the report, and we can see that the team Oklahoma City Thunder is mentioned in the report, and we can see that the team Oklahoma City Thunder is mentioned in the report, and we can see that the team Oklahoma City Thunder is mentioned in the report, and we can see that the team Oklahoma City Thunder is mentioned in the report, and we can see that the team Oklahoma City Thunder is mentioned in the report, and we can see that the team Oklahoma City Thunder is mentioned in the report, and we can see that the team Oklahoma City Thunder is mentioned in the report, and we can see that the team Oklahoma City Thunder is mentioned in the report, and we can see that the team Oklahoma City Thunder is mentioned in the report, and we can see that the team Oklahoma City Thunder is mentioned in the report, and we can see that the team Oklahoma City Thunder is mentioned in the report, and we can see that the team Oklahoma City Thunder is mentioned in the report, and we can see that the team Oklahoma City Thunder is mentioned in the report, and we can see that the team Oklahoma City Thunder is mentioned in the report, and we can see that the team Oklahoma City Thunder is mentioned in the report, and we can see that the team Oklahoma City Thunder is mentioned in the report, and we can see that the team Oklahoma City Thunder is mentioned in the report, and we can see that the team Oklahoma City Thunder is mentioned in the report, and we can see that the team Oklahoma City Thunder is mentioned in the report, and we can see that the team Oklahoma City Thunder is mentioned in the report, and we can see that the team Oklahoma City Thunder is mentioned"
77,39,Memphis Grizzlies,"Russell Westbrook turned in a massive line as he notched his 25th triple - double of the season, with 38 points, 13 rebounds and 12 assists. Westbrook scored 15 unanswered points, as a part of his 19 - point fourth quarter that propelled the Thunder to the win. Steven Adams followed up with a double - double consisting of 16 points on 7 - of - 13 shooting, and 12 rebounds, in 44 minutes of action. Joffrey Lauvergne came up big with 16 points on 6 - of - 7 shooting, including 3 - of - 4 from deep, in 29 minutes off the bench, while Anthony Morrow added 15 points in 19 minutes off the bench. Meanwhile, Marc Gasol led the way for the Grizz, with 31 points, along with eight assists, four rebounds, two steals and one block, 42 minutes. Mike Conley followed up with 18 points, three steals, two assists and one rebound.
","Based on the given context, it seems that the team name is Memphis Grizzlies. However, there is no information about the number of wins for the Memphis Grizzlies in the report. 

But, since the Memphis Grizzlies are mentioned in the report, we can assume that they are the opposing team. The report does not mention the number of wins for the Thunder, but it does mention that the Thunder won the game. 

So, the number of wins for the Memphis Grizzlies in the game report is -1.","Based on the given context, there is no information about the number of losses for the Memphis Grizzlies in the game report. However, we can infer that the Memphis Grizzlies won the game because the report mentions the Thunder's win, but it does not mention the Grizzlies' loss. 

Since the report does not explicitly mention the number of losses for the Memphis Grizzlies, we will return -1 as per the instruction. 

-1","To find the total points for Team_name in the game Report, we need to look for the team name ""Memphis Grizzlies"" and extract the points mentioned for them. 

From the Report, we can see that Marc Gasol led the way for the Grizz with 31 points, and Mike Conley followed up with 18 points. 

So, the total points for Team_name in the game Report is: 
31 + 18 = 49"
78,40,Sacramento Kings,"Despite the Sacramento Kings losing four straight games coming into Sunday and the Toronto Raptors winning five of six, Sacramento was able to pull out a 96 - 91 road win. DeMarcus Cousins and Rudy Gay once again carried the load for the visitors, as they have been the Kings' top two scorers in every game they've both played this season. This was actually the first game that at least two other starters scored in double figures for the Kings for the entirety of the season. The Raptors stars really struggled shooting, as Kyle Lowry and DeMar DeRozan combined to go 12 - of - 36 in the loss. The 23 - point outing from DeMar DeRozan was his lowest of the season, as he hadn’t scored below 32 points all year. With Jonas Valanciunas out of the lineup with a knee contusion, Toronto really struggled down low. In fact, they had no big man reach double figures in scoring or rebounding, while being outscored in the paint 52 - 30.
","To find the number of wins for Team_name in the game Report, we need to look for the phrase ""win"" in the context. 

The phrase ""win"" is mentioned in the context as ""96 - 91 road win"" and ""pull out a 96 - 91 road win"". 

Since the team name is ""Sacramento Kings"", we can infer that the team mentioned in the context is the same as the team name. 

Therefore, the number of wins for Team_name in the game Report is 1.","Based on the given context, the team name is ""Sacramento Kings"" and they won the game. However, the instruction is asking for the number of losses. Since the team won, there are no losses mentioned in the report. 

So, the answer is: -1",The total points for Team_name (Sacramento Kings) in the game Report is 96.
79,40,Toronto Raptors,"Despite the Sacramento Kings losing four straight games coming into Sunday and the Toronto Raptors winning five of six, Sacramento was able to pull out a 96 - 91 road win. DeMarcus Cousins and Rudy Gay once again carried the load for the visitors, as they have been the Kings' top two scorers in every game they've both played this season. This was actually the first game that at least two other starters scored in double figures for the Kings for the entirety of the season. The Raptors stars really struggled shooting, as Kyle Lowry and DeMar DeRozan combined to go 12 - of - 36 in the loss. The 23 - point outing from DeMar DeRozan was his lowest of the season, as he hadn’t scored below 32 points all year. With Jonas Valanciunas out of the lineup with a knee contusion, Toronto really struggled down low. In fact, they had no big man reach double figures in scoring or rebounding, while being outscored in the paint 52 - 30.
","-1 

The text does not mention the number of wins for the Toronto Raptors. It only mentions that they won five of six games coming into Sunday, but it does not provide the number of wins in the specific game being reported.","Based on the given context, the team name is Toronto Raptors. In the report, it is mentioned that the Raptors lost the game, so the number of losses is 1. 

The answer is: 1",-1
80,41,Brooklyn Nets,"The Brooklyn Nets defeated the Phoenix Suns, 126 - 98, at Barclays Center on Thursday evening. The Nets (15 - 56) came into Thursday on what could, by their standards, be considered a hot streak. They'd tallied five victories in 12 games in March but they were chasing a particularly significant win against the Suns (22 - 50). Brooklyn had not prevailed in consecutive games in nearly a calendar year, improbable as that sounds. Early on, it appeared the dubious streak would endure, as the Nets fell by a 32 - 22 margin after one quarter. However, they roared back in the second by outscoring Phoenix by a 30 - 18 margin and then took it up a couple of notches in the second half. The Nets outscored their visitors, 74 - 48, over the third and fourth quarters for one of their biggest victories of the season. A whopping eight players hit double digits in the scoring column, and Brooklyn played a stellar defensive game overall, limiting the Suns to a 37 percent success rate from the field and 29 percent figure from three - point range while also causing 19 turnovers. Phoenix was led by Devin Booker, who managed 28 points, two rebounds and three steals. Marquese Chriss continued his recent stretch of excellent play with 23 points, 11 rebounds, two steals and one block. Alex Len followed with an 11 - point, 11 - rebound double - double that also included one assist, two steals and two blocks. Tyler Ulis chipped in with a 10 - point, 12 - assist double - double that also featured a pair of steals. Leandro Barbosa paced the second unit with 11 points, six boards, one assist and one steal. Brook Lopez led the way for the Nets with 19 points, six rebounds and one block. K.J. McDaniels followed with a bench - leading 16 points, which he supplemented with eight rebounds, one assist, two steals and one block. Trevor Booker managed 14 points, eight boards and one assist. Jeremy Lin tallied 13 points, five assists and three rebounds. Archie Goodwin and Quincy Acy contributed matching 12 - point efforts as reserves. Isaiah Whitehead compiled 11 points, four rebounds, three assists, two steals and one block over 28 minutes. Justin Hamilton supplied 10 points and one rebound. Rondae Hollis-Jefferson mustered a modest five points but hauled in 16 boards, dished out two assists, recorded two steals and posted one block. The Suns next head to Boston to take on the Celtics on Friday night, while the Nets head to Washington to take on the Wizards on Friday evening as well.
","To find the number of wins for Team_name in the game Report, we need to look for the phrase ""The Nets (15 - 56)"" which indicates the team's win-loss record. 

The win-loss record is ""15 - 56"", where 15 is the number of wins. 

So, the number of wins for Team_name is 15.","To find the number of losses for the Brooklyn Nets, we need to look at the report. The report mentions the Nets' record as (15 - 56), which means they have 56 losses. 

So, the number of losses for the Brooklyn Nets is 56.","-1 

However, if you want the total points for the Brooklyn Nets, you can look at the Report. 

Brook Lopez led the way for the Nets with 19 points, 
K.J. McDaniels followed with a bench-leading 16 points, 
Trevor Booker managed 14 points, 
Jeremy Lin tallied 13 points, 
Archie Goodwin and Quincy Acy contributed matching 12-point efforts as reserves, 
Isaiah Whitehead compiled 11 points, 
Justin Hamilton supplied 10 points, 
Rondae Hollis-Jefferson mustered a modest five points.

So, the total points for the Brooklyn Nets are: 19 + 16 + 14 + 13 + 12 + 12 + 11 + 10 + 5 = 112."
81,41,Phoenix Suns,"The Brooklyn Nets defeated the Phoenix Suns, 126 - 98, at Barclays Center on Thursday evening. The Nets (15 - 56) came into Thursday on what could, by their standards, be considered a hot streak. They'd tallied five victories in 12 games in March but they were chasing a particularly significant win against the Suns (22 - 50). Brooklyn had not prevailed in consecutive games in nearly a calendar year, improbable as that sounds. Early on, it appeared the dubious streak would endure, as the Nets fell by a 32 - 22 margin after one quarter. However, they roared back in the second by outscoring Phoenix by a 30 - 18 margin and then took it up a couple of notches in the second half. The Nets outscored their visitors, 74 - 48, over the third and fourth quarters for one of their biggest victories of the season. A whopping eight players hit double digits in the scoring column, and Brooklyn played a stellar defensive game overall, limiting the Suns to a 37 percent success rate from the field and 29 percent figure from three - point range while also causing 19 turnovers. Phoenix was led by Devin Booker, who managed 28 points, two rebounds and three steals. Marquese Chriss continued his recent stretch of excellent play with 23 points, 11 rebounds, two steals and one block. Alex Len followed with an 11 - point, 11 - rebound double - double that also included one assist, two steals and two blocks. Tyler Ulis chipped in with a 10 - point, 12 - assist double - double that also featured a pair of steals. Leandro Barbosa paced the second unit with 11 points, six boards, one assist and one steal. Brook Lopez led the way for the Nets with 19 points, six rebounds and one block. K.J. McDaniels followed with a bench - leading 16 points, which he supplemented with eight rebounds, one assist, two steals and one block. Trevor Booker managed 14 points, eight boards and one assist. Jeremy Lin tallied 13 points, five assists and three rebounds. Archie Goodwin and Quincy Acy contributed matching 12 - point efforts as reserves. Isaiah Whitehead compiled 11 points, four rebounds, three assists, two steals and one block over 28 minutes. Justin Hamilton supplied 10 points and one rebound. Rondae Hollis-Jefferson mustered a modest five points but hauled in 16 boards, dished out two assists, recorded two steals and posted one block. The Suns next head to Boston to take on the Celtics on Friday night, while the Nets head to Washington to take on the Wizards on Friday evening as well.
","To find the number of wins for Team_name in the game Report, we need to look for the team name ""Phoenix Suns"" in the report and then find the number of wins mentioned for that team.

The team name ""Phoenix Suns"" is mentioned in the report, and their record is mentioned as (22 - 50). 

So, the number of wins for Team_name in the game Report is 22.","To find the number of losses for the Phoenix Suns, we need to look at the report. The report mentions the Nets' record as 15-56, but it does not explicitly mention the Suns' record. However, we can infer that the Suns have 50 losses since their record is 22-50.

So, the number of losses for the Phoenix Suns is 50. 

The answer is: 50","-1 

However, if you want the total points for the Phoenix Suns, you can look at the Report. Devin Booker managed 28 points, Marquese Chriss had 23 points, Alex Len had 11 points, Tyler Ulis had 10 points, and Leandro Barbosa had 11 points. The total points for the Phoenix Suns in the game Report is 83."
82,42,Phoenix Suns,"University of Kentucky alumni filled the stat sheet in Friday's Suns-Kings game, as DeMarcus Cousins, Devin Booker, and Eric Bledsoe all made significant impacts for their respective teams. For Phoenix, Booker led the team with 33 points and shot 11 - of - 24 from the field. Bledsoe, meanwhile, had 20 points, six rebounds, and four assists. As a team, Phoenix shot only 41 percent, but made 12 three - pointers and was a solid 29 - of - 35 from the free - throw line. Sacramento, meanwhile, saw a triple - double from Cousins. Cousins led the team with 22 points, 12 rebounds, and 12 assists. Three Kings guards added at least 18 points as well, with sixth man Ty Lawson coming off the bench for 18. The Kings shot a stellar 44 percent from the field, but held a significant disadvantage at the free - throw line.
","Based on the given context, there is no information about the number of wins for the Phoenix Suns in the game. The report only provides information about the points scored, rebounds, assists, and shooting percentages for both teams. 

However, I can provide the number of wins for the Phoenix Suns in the game if we assume that the number of wins is equal to the number of points scored by the team. 

In that case, the number of wins for the Phoenix Suns would be 33 (points scored by Devin Booker). 

So, the answer would be: 33","Based on the given context, there is no information about the number of losses for the Phoenix Suns in the game report. However, we can infer that the Phoenix Suns won the game since Devin Booker led the team with 33 points and Eric Bledsoe had 20 points, six rebounds, and four assists.

But since the instruction is to return the number of Losses for Team_name, and there is no information about the number of losses, the answer would be -1.","To find the total points for Team_name in the game Report, we need to look for the team name ""Phoenix Suns"" and extract the total points. 

From the Report, we can see that ""Phoenix Suns"" is mentioned, and Devin Booker led the team with 33 points. 

So, the total points for Team_name in the game Report is 33."
83,42,Sacramento Kings,"University of Kentucky alumni filled the stat sheet in Friday's Suns-Kings game, as DeMarcus Cousins, Devin Booker, and Eric Bledsoe all made significant impacts for their respective teams. For Phoenix, Booker led the team with 33 points and shot 11 - of - 24 from the field. Bledsoe, meanwhile, had 20 points, six rebounds, and four assists. As a team, Phoenix shot only 41 percent, but made 12 three - pointers and was a solid 29 - of - 35 from the free - throw line. Sacramento, meanwhile, saw a triple - double from Cousins. Cousins led the team with 22 points, 12 rebounds, and 12 assists. Three Kings guards added at least 18 points as well, with sixth man Ty Lawson coming off the bench for 18. The Kings shot a stellar 44 percent from the field, but held a significant disadvantage at the free - throw line.
","Based on the given context, there is no information about the number of wins for Team_name in the game Report. However, we can infer that the team mentioned in the Report is the Sacramento Kings, which is the same as Team_name.

Since the Report does not mention the number of wins for the Sacramento Kings, we will return -1.

-1","Based on the given context, there is no information about the number of losses for the Sacramento Kings in the game report. However, we can infer that the Kings did not lose the game since they are mentioned as having a ""stellar 44 percent from the field"" and a ""triple-double from Cousins"".

So, the answer would be: 0","Based on the Report, the total points for Sacramento Kings (Team_name) is 22. 

So, the answer is: 22"
84,43,Chicago Bulls,"The Chicago Bulls (8 - 3) defeated the Los Angeles Clippers (5 - 4) 105 - 89 on Monday at the Staples Center in Los Angeles. With their victory over Los Angeles, Chicago moves within a half game of the Eastern Conference leading Toronto Raptors. Meanwhile, Los Angeles is now tied with New Orleans for the eigth seed in the Western Conference. Despite the double - digit victory, Chicago trailed Los Angeles 50 - 48 going into halftime. As the game transitioned to the second half, Chicago's offense heated up as they shot an outstanding 59 percent until the end of the game, while Los Angeles only shot 44 percent. The Chicago Bulls had all five starters score in double - digits, with Jimmy Butler leading the way scoring 22 points (6 - 17 FG, 1 - 4 3Pt, 9 - 10 FT), while also contributing six rebounds and a game - high eight assists. While he only had 11 points (5 - 8 FG), Joakim Noah was able to make a tremendous impact as he had a season - high 16 rebounds and six assists. Coming off the bench, rookie forward Nikola Mirotic had an extremely solid performance, as he had 11 points (5 - 10 FG, 1 - 4 3Pt), while also grabbing seven rebounds. The Los Angeles Clippers were lead by potential MVP candidate Blake Griffin, who had a 19 point (7 - 15 FG, 5 - 10 FT), 10 rebound double - double performance. While Griffin was the better all - around player, Clippers sixth man Jamal Crawford lead the entire team with 24 points (10 - 17 FG, 1 - 5 3Pt, 3 - 5 FT), while also dishing out five assists. The NBA's leading rebounder, DeAndre Jordan, continued to clean up the glass, as he collected 17 rebounds, while also adding 10 points (5 - 6 FG). The Bulls' will stay on the road as their next game will be in Sacramento on Thursday, while Los Angeles will travel to Orlando to face the Magic on Wednesday.
","To find the number of wins for Team_name in the game Report, we need to look for the string ""Chicago Bulls"" in the Report. 

The Report mentions ""The Chicago Bulls (8 - 3) defeated the Los Angeles Clippers (5 - 4) 105 - 89 on Monday at the Staples Center in Los Angeles."" 

So, the number of wins for Team_name is 8. 

Therefore, the answer is: 8","Based on the given report, the Chicago Bulls are the winning team. However, the report does not explicitly mention the number of losses for the Chicago Bulls. 

But, we can infer that the Chicago Bulls have 3 losses, since they have 8 wins and a total of 11 games played (8 wins + 3 losses). 

So, the answer is: 3","To find the total points for Team_name in the game Report, we need to look for the total points scored by the Chicago Bulls. 

In the Report, it is mentioned that the Chicago Bulls defeated the Los Angeles Clippers 105 - 89. Therefore, the total points for the Chicago Bulls is 105.

So, the answer is: 105"
85,43,Los Angeles Clippers,"The Chicago Bulls (8 - 3) defeated the Los Angeles Clippers (5 - 4) 105 - 89 on Monday at the Staples Center in Los Angeles. With their victory over Los Angeles, Chicago moves within a half game of the Eastern Conference leading Toronto Raptors. Meanwhile, Los Angeles is now tied with New Orleans for the eigth seed in the Western Conference. Despite the double - digit victory, Chicago trailed Los Angeles 50 - 48 going into halftime. As the game transitioned to the second half, Chicago's offense heated up as they shot an outstanding 59 percent until the end of the game, while Los Angeles only shot 44 percent. The Chicago Bulls had all five starters score in double - digits, with Jimmy Butler leading the way scoring 22 points (6 - 17 FG, 1 - 4 3Pt, 9 - 10 FT), while also contributing six rebounds and a game - high eight assists. While he only had 11 points (5 - 8 FG), Joakim Noah was able to make a tremendous impact as he had a season - high 16 rebounds and six assists. Coming off the bench, rookie forward Nikola Mirotic had an extremely solid performance, as he had 11 points (5 - 10 FG, 1 - 4 3Pt), while also grabbing seven rebounds. The Los Angeles Clippers were lead by potential MVP candidate Blake Griffin, who had a 19 point (7 - 15 FG, 5 - 10 FT), 10 rebound double - double performance. While Griffin was the better all - around player, Clippers sixth man Jamal Crawford lead the entire team with 24 points (10 - 17 FG, 1 - 5 3Pt, 3 - 5 FT), while also dishing out five assists. The NBA's leading rebounder, DeAndre Jordan, continued to clean up the glass, as he collected 17 rebounds, while also adding 10 points (5 - 6 FG). The Bulls' will stay on the road as their next game will be in Sacramento on Thursday, while Los Angeles will travel to Orlando to face the Magic on Wednesday.
","To find the number of wins for Team_name in the game Report, we need to look for the team name ""Los Angeles Clippers"" in the report and find the number of wins mentioned for that team.

The report mentions that the Los Angeles Clippers have a record of 5 - 4, which means they have 5 wins.

So, the number of wins for Team_name in the game Report is 5.","Based on the report, the Los Angeles Clippers lost the game against the Chicago Bulls. 

So, the number of Losses for Team_name (Los Angeles Clippers) is 1.","To find the total points for Team_name in the game Report, we need to look for the mentions of Team_name and their corresponding points.

Team_name is mentioned as Los Angeles Clippers, and their total points are mentioned as 89.

So, the total points for Team_name in the game Report is 89."
