player_name,team_name,player_height,country,draft_year,draft_round,college,age,season
Antonio McDyess,Denver Nuggets,205.74,USA,1995,1,Alabama,26.0,2000-01
Antonio Davis,Toronto Raptors,205.74,USA,1990,2,Texas-El Paso,32.0,2000-01
Antonio Daniels,San Antonio Spurs,193.04,USA,1997,1,Bowling Green,26.0,2000-01
Antoine Walker,Boston Celtics,205.74,USA,1996,1,Kentucky,24.0,2000-01
Anthony Peeler,Minnesota Timberwolves,193.04,USA,1992,1,Missouri,31.0,2000-01
Anthony Miller,Philadelphia 76ers,205.74,USA,1994,2,Michigan State,29.0,2000-01
Anthony Mason,Miami Heat,203.2,USA,1988,3,Tennessee State,34.0,2000-01
Anthony Johnson,Cleveland Cavaliers,190.5,USA,1997,2,College of Charleston,26.0,2000-01
Antonio Harvey,Portland Trail Blazers,210.82,USA,Undrafted,Undrafted,Pfeiffer,30.0,2000-01
Etdrick Bohannon,Cleveland Cavaliers,205.74,USA,Undrafted,Undrafted,Auburn-Montgomery,28.0,2000-01
Chris Webber,Sacramento Kings,208.28,USA,1993,1,Michigan,28.0,2000-01
Christian Laettner,Washington Wizards,210.82,USA,1992,1,Duke,31.0,2000-01
Doug West,Vancouver Grizzlies,198.12,USA,1989,2,Villanova,34.0,2000-01
Doug Overton,New Jersey Nets,190.5,USA,1991,2,La Salle,31.0,2000-01
Doug Christie,Sacramento Kings,198.12,USA,1992,1,Pepperdine,31.0,2000-01
Donyell Marshall,Utah Jazz,205.74,USA,1994,1,Connecticut,28.0,2000-01
Donnell Harvey,Dallas Mavericks,203.2,USA,2000,1,Florida,20.0,2000-01
Don Reid,Orlando Magic,203.2,USA,1995,2,Georgetown,27.0,2000-01
Don MacLean,Miami Heat,208.28,USA,1992,1,UCLA,31.0,2000-01
Dragan Tarlac,Chicago Bulls,210.82,USA,1995,2,,28.0,2000-01
Dirk Nowitzki,Dallas Mavericks,210.82,Germany,1998,1,,23.0,2000-01
Dikembe Mutombo,Philadelphia 76ers,218.44,Congo,1991,1,Georgetown,35.0,2000-01
Devean George,Los Angeles Lakers,203.2,USA,1999,1,Augsburg,23.0,2000-01
Detlef Schrempf,Portland Trail Blazers,208.28,USA,1985,1,Washington,38.0,2000-01
Desmond Mason,Seattle SuperSonics,195.58,USA,2000,1,Oklahoma State,23.0,2000-01
Derrick McKey,Indiana Pacers,208.28,USA,1987,1,Alabama,34.0,2000-01
Derrick Dial,San Antonio Spurs,193.04,USA,1998,2,Eastern Michigan,25.0,2000-01
Derrick Coleman,Charlotte Hornets,208.28,USA,1990,1,Syracuse,34.0,2000-01
Dion Glover,Atlanta Hawks,195.58,USA,1999,1,Georgia Tech,22.0,2000-01
Derek Strong,Los Angeles Clippers,205.74,USA,1990,2,Xavier,33.0,2000-01
Duane Causwell,Miami Heat,213.36,USA,1990,1,Temple,33.0,2000-01
Eddie Gill,New Jersey Nets,182.88,USA,Undrafted,Undrafted,Weber State,22.0,2000-01
Erick Strickland,Vancouver Grizzlies,190.5,USA,Undrafted,Undrafted,Nebraska,27.0,2000-01
Erick Dampier,Golden State Warriors,210.82,USA,1996,1,Mississippi State,25.0,2000-01
Erick Barkley,Portland Trail Blazers,185.42,USA,2000,1,St. John's (NY),23.0,2000-01
Eric Williams,Boston Celtics,203.2,USA,1995,1,Providence,28.0,2000-01
Eric Snow,Philadelphia 76ers,190.5,USA,1995,2,Michigan State,28.0,2000-01
Eric Piatkowski,Los Angeles Clippers,198.12,USA,1994,1,Nebraska,30.0,2000-01
Eric Montross,Toronto Raptors,213.36,USA,1994,1,North Carolina,29.0,2000-01
Earl Boykins,Los Angeles Clippers,165.1,USA,Undrafted,Undrafted,Eastern Michigan,25.0,2000-01
Emanual Davis,Seattle SuperSonics,195.58,USA,Undrafted,Undrafted,Delaware State,32.0,2000-01
Elliot Perry,Phoenix Suns,182.88,USA,1991,2,Memphis,32.0,2000-01
Eldridge Recasner,Charlotte Hornets,193.04,USA,1992,Undrafted,Washington,33.0,2000-01
Elden Campbell,Charlotte Hornets,213.36,USA,1990,1,Clemson,32.0,2000-01
Eduardo Najera,Dallas Mavericks,203.2,Mexico,2000,2,Oklahoma,24.0,2000-01
Eddie Robinson,Charlotte Hornets,205.74,USA,Undrafted,Undrafted,Central Oklahoma,25.0,2000-01
Eddie Jones,Miami Heat,200.66,USA,1994,1,Temple,29.0,2000-01
Eddie House,Miami Heat,185.42,USA,2000,2,Arizona State,23.0,2000-01
Elton Brand,Chicago Bulls,203.2,USA,1999,1,Duke,22.0,2000-01
Chris Whitney,Washington Wizards,182.88,USA,1993,2,Clemson,29.0,2000-01
Derek Fisher,Los Angeles Lakers,185.42,USA,1996,1,Arkansas-Little Rock,26.0,2000-01
DerMarr Johnson,Atlanta Hawks,205.74,USA,2000,1,Cincinnati,21.0,2000-01
Dan Langhi,Houston Rockets,210.82,USA,2000,2,Vanderbilt,23.0,2000-01
Damon Stoudamire,Portland Trail Blazers,177.8,USA,1995,1,Arizona,27.0,2000-01
Damon Jones,Vancouver Grizzlies,190.5,USA,Undrafted,Undrafted,Houston,24.0,2000-01
Dalibor Bagaric,Chicago Bulls,215.9,Croatia,2000,1,,20.0,2000-01
Dale Davis,Portland Trail Blazers,210.82,USA,1991,1,Clemson,32.0,2000-01
Cuttino Mobley,Houston Rockets,193.04,USA,1998,2,Rhode Island,25.0,2000-01
Courtney Alexander,Washington Wizards,195.58,USA,2000,1,Fresno State,24.0,2000-01
Dan Majerle,Miami Heat,198.12,USA,1988,1,Central Michigan,35.0,2000-01
Cory Alexander,Orlando Magic,185.42,USA,1995,1,Virginia,28.0,2000-01
Corie Blount,Golden State Warriors,208.28,USA,1993,1,Cincinnati,32.0,2000-01
Corey Maggette,Los Angeles Clippers,198.12,USA,1999,1,Duke,21.0,2000-01
Corey Benjamin,Chicago Bulls,198.12,USA,1998,1,Oregon State,23.0,2000-01
Clifford Robinson,Phoenix Suns,208.28,USA,1989,2,Connecticut,34.0,2000-01
Clar. Weatherspoon,Cleveland Cavaliers,200.66,USA,1992,1,Southern Mississippi,30.0,2000-01
Chucky Brown,Cleveland Cavaliers,203.2,USA,1989,2,North Carolina State,33.0,2000-01
Chucky Atkins,Detroit Pistons,180.34,USA,Undrafted,Undrafted,South Florida,26.0,2000-01
Corliss Williamson,Detroit Pistons,200.66,USA,1995,1,Arkansas,27.0,2000-01
Derek Anderson,San Antonio Spurs,195.58,USA,1997,1,Kentucky,26.0,2000-01
Dan McClintock,Denver Nuggets,213.36,USA,2000,2,Northern Arizona,24.0,2000-01
Daniel Santiago,Phoenix Suns,215.9,Puerto Rico,Undrafted,Undrafted,Saint Vincent,25.0,2000-01
Dell Curry,Toronto Raptors,195.58,USA,1986,1,Virginia Tech,37.0,2000-01
Dee Brown,Orlando Magic,187.96,USA,1990,1,Jacksonville,32.0,2000-01
Dean Garrett,Minnesota Timberwolves,210.82,USA,1988,2,Indiana,34.0,2000-01
DeShawn Stevenson,Utah Jazz,195.58,USA,2000,1,,20.0,2000-01
David Wingate,Seattle SuperSonics,195.58,USA,1986,2,Georgetown,37.0,2000-01
David Wesley,Charlotte Hornets,185.42,USA,Undrafted,Undrafted,Baylor,30.0,2000-01
David Vanterpool,Washington Wizards,195.58,USA,Undrafted,Undrafted,St. Bonaventure,28.0,2000-01
Dana Barros,Detroit Pistons,180.34,USA,1989,1,Boston College,34.0,2000-01
Othella Harrington,New York Knicks,205.74,USA,1996,2,Georgetown,27.0,2000-01
Darvin Ham,Milwaukee Bucks,200.66,USA,Undrafted,Undrafted,Texas Tech,27.0,2000-01
Darrick Martin,Sacramento Kings,180.34,USA,Undrafted,Undrafted,UCLA,30.0,2000-01
Darrell Armstrong,Orlando Magic,185.42,USA,Undrafted,Undrafted,Fayetteville State,33.0,2000-01
Darius Miles,Los Angeles Clippers,205.74,USA,2000,1,,19.0,2000-01
Danny Manning,Utah Jazz,208.28,USA,1988,1,Kansas,35.0,2000-01
Danny Fortson,Golden State Warriors,203.2,USA,1997,1,Cincinnati,25.0,2000-01
Danny Ferry,San Antonio Spurs,208.28,USA,1989,1,Duke,34.0,2000-01
David Benoit,Utah Jazz,203.2,USA,Undrafted,Undrafted,Alabama,33.0,2000-01
Otis Thorpe,Charlotte Hornets,208.28,USA,1984,1,Providence,38.0,2000-01
Milt Palacio,Boston Celtics,190.5,Belize,Undrafted,Undrafted,Colorado State,23.0,2000-01
Pat Garrity,Orlando Magic,205.74,USA,1998,1,Notre Dame,24.0,2000-01
Tony Massenburg,Vancouver Grizzlies,205.74,USA,1990,2,Maryland,33.0,2000-01
Tony Delk,Phoenix Suns,187.96,USA,1996,1,Kentucky,27.0,2000-01
Tony Battie,Boston Celtics,210.82,USA,1997,1,Texas Tech,25.0,2000-01
Toni Kukoc,Atlanta Hawks,210.82,Croatia,1990,2,,32.0,2000-01
Tom Hammonds,Minnesota Timberwolves,205.74,USA,1989,1,Georgia Tech,34.0,2000-01
Tom Gugliotta,Phoenix Suns,208.28,USA,1992,1,North Carolina State,31.0,2000-01
Todd MacCulloch,Philadelphia 76ers,213.36,Canada,1999,2,Washington,25.0,2000-01
Todd Fuller,Miami Heat,210.82,USA,1996,1,North Carolina State,26.0,2000-01
Todd Day,Minnesota Timberwolves,198.12,USA,1992,1,Arkansas,31.0,2000-01
Tim Thomas,Milwaukee Bucks,208.28,USA,1997,1,Villanova,24.0,2000-01
Tim James,Charlotte Hornets,200.66,USA,1999,1,Miami (FL),24.0,2000-01
Tim Hardaway,Miami Heat,182.88,USA,1989,1,Texas-El Paso,34.0,2000-01
Tim Duncan,San Antonio Spurs,213.36,US Virgin Islands,1997,1,Wake Forest,25.0,2000-01
Theo Ratliff,Philadelphia 76ers,208.28,USA,1995,1,Wyoming,28.0,2000-01
Terry Porter,San Antonio Spurs,190.5,USA,1985,1,Wisconsin-Stevens Point,38.0,2000-01
Terry Mills,Indiana Pacers,208.28,USA,1990,1,Michigan,33.0,2000-01
Terry Davis,Denver Nuggets,208.28,USA,Undrafted,Undrafted,Virginia Union,34.0,2000-01
Terrell Brandon,Minnesota Timberwolves,180.34,USA,1991,1,Oregon,31.0,2000-01
Terrance Roberson,Charlotte Hornets,200.66,USA,Undrafted,Undrafted,Fresno State,24.0,2000-01
Tariq Abdul-Wahad,Denver Nuggets,198.12,France,1997,1,San Jose State,26.0,2000-01
Stromile Swift,Vancouver Grizzlies,205.74,USA,2000,1,Louisiana State,21.0,2000-01
Steven Smith,Portland Trail Blazers,203.2,USA,1991,1,Michigan State,32.0,2000-01
Steve Nash,Dallas Mavericks,190.5,Canada,1996,1,Santa Clara,27.0,2000-01
Steve Kerr,San Antonio Spurs,190.5,USA,1988,2,Arizona,35.0,2000-01
Steve Goodrich,Chicago Bulls,208.28,USA,Undrafted,Undrafted,Princeton,25.0,2000-01
Steve Francis,Houston Rockets,190.5,USA,1999,1,Maryland,24.0,2000-01
Stephon Marbury,New Jersey Nets,187.96,USA,1996,1,Georgia Tech,24.0,2000-01
Tony Smith,Atlanta Hawks,190.5,USA,1990,2,Marquette,33.0,2000-01
Tracy McGrady,Orlando Magic,203.2,USA,1997,1,,22.0,2000-01
Tracy Murray,Toronto Raptors,200.66,USA,1992,1,UCLA,29.0,2000-01
Trajan Langdon,Cleveland Cavaliers,190.5,USA,1999,1,Duke,25.0,2000-01
P.J. Brown,Charlotte Hornets,210.82,USA,1992,2,Louisiana Tech,31.0,2000-01
Zydrunas Ilgauskas,Cleveland Cavaliers,220.98,Lithuania,1996,1,,26.0,2000-01
Zendon Hamilton,Los Angeles Clippers,210.82,USA,Undrafted,Undrafted,St. John's (NY),26.0,2000-01
Zan Tabak,Indiana Pacers,213.36,USA,1991,2,,31.0,2000-01
William Avery,Minnesota Timberwolves,187.96,USA,1999,1,Duke,21.0,2000-01
Will Perdue,Portland Trail Blazers,213.36,USA,1988,1,Vanderbilt,35.0,2000-01
Wesley Person,Cleveland Cavaliers,198.12,USA,1994,1,Auburn,30.0,2000-01
Wang Zhi-zhi,Dallas Mavericks,215.9,China,1999,2,,23.0,2000-01
Walter McCarty,Boston Celtics,208.28,USA,1996,1,Kentucky,27.0,2000-01
Walt Williams,Houston Rockets,203.2,USA,1992,1,Maryland,31.0,2000-01
Wally Szczerbiak,Minnesota Timberwolves,200.66,USA,1999,1,Miami (OH),24.0,2000-01
Voshon Lenard,Denver Nuggets,193.04,USA,1994,2,Minnesota,28.0,2000-01
Vonteego Cummings,Golden State Warriors,190.5,USA,1999,1,Pittsburgh,25.0,2000-01
Stephen Jackson,New Jersey Nets,203.2,USA,1997,2,Butler Community College,23.0,2000-01
Vladimir Stepania,New Jersey Nets,213.36,Georgia,1998,1,,25.0,2000-01
Vitaly Potapenko,Boston Celtics,208.28,Ukraine,1996,1,Wright State,26.0,2000-01
Vinny Del Negro,Phoenix Suns,193.04,USA,1988,2,North Carolina State,34.0,2000-01
Vince Carter,Toronto Raptors,198.12,USA,1998,1,North Carolina,24.0,2000-01
Vin Baker,Seattle SuperSonics,210.82,USA,1993,1,Hartford,29.0,2000-01
Vernon Maxwell,Dallas Mavericks,193.04,USA,1988,2,Florida,35.0,2000-01
Tyus Edney,Indiana Pacers,177.8,USA,1995,2,UCLA,28.0,2000-01
Tyronn Lue,Los Angeles Lakers,182.88,USA,1998,1,Nebraska,24.0,2000-01
Tyrone Nesby,Washington Wizards,198.12,USA,Undrafted,Undrafted,Nevada-Las Vegas,25.0,2000-01
Tyrone Hill,Philadelphia 76ers,205.74,USA,1990,1,Xavier,33.0,2000-01
Tyrone Corbin,Toronto Raptors,198.12,USA,1985,2,DePaul,38.0,2000-01
Troy Hudson,Orlando Magic,185.42,USA,Undrafted,Undrafted,Southern Illinois,25.0,2000-01
Travis Knight,New York Knicks,213.36,USA,1996,1,Connecticut,26.0,2000-01
Travis Best,Indiana Pacers,180.34,USA,1995,1,Georgia Tech,28.0,2000-01
Vlade Divac,Sacramento Kings,215.9,Serbia and Montenegro,1989,1,,33.0,2000-01
Stacey Augmon,Portland Trail Blazers,203.2,USA,1991,1,Nevada-Las Vegas,32.0,2000-01
Ruben Wolkowyski,Seattle SuperSonics,208.28,Argentina,Undrafted,Undrafted,,27.0,2000-01
Slava Medvedenko,Los Angeles Lakers,208.28,Ukraine,Undrafted,Undrafted,,22.0,2000-01
Robert Traylor,Cleveland Cavaliers,203.2,USA,1998,1,Michigan,24.0,2000-01
Robert Pack,Denver Nuggets,187.96,USA,Undrafted,Undrafted,Southern California,32.0,2000-01
Robert Horry,Los Angeles Lakers,208.28,USA,1992,1,Alabama,30.0,2000-01
Ricky Davis,Miami Heat,200.66,USA,1998,1,Iowa,21.0,2000-01
Rick Fox,Los Angeles Lakers,200.66,Canada,1991,1,North Carolina,31.0,2000-01
Rick Brunson,New York Knicks,193.04,USA,Undrafted,Undrafted,Temple,29.0,2000-01
Richard Hamilton,Washington Wizards,198.12,USA,1999,1,Connecticut,23.0,2000-01
Reggie Slater,Minnesota Timberwolves,200.66,USA,Undrafted,Undrafted,Wyoming,30.0,2000-01
Reggie Miller,Indiana Pacers,200.66,USA,1987,1,UCLA,35.0,2000-01
Ray Allen,Milwaukee Bucks,195.58,USA,1996,1,Connecticut,25.0,2000-01
Rasho Nesterovic,Minnesota Timberwolves,213.36,Slovenia,1998,1,,25.0,2000-01
Rasheed Wallace,Portland Trail Blazers,210.82,USA,1995,1,North Carolina,26.0,2000-01
Rashard Lewis,Seattle SuperSonics,208.28,USA,1998,2,,21.0,2000-01
Randy Livingston,Golden State Warriors,193.04,USA,1996,2,Louisiana State,26.0,2000-01
Randy Brown,Boston Celtics,187.96,USA,1991,2,New Mexico State,33.0,2000-01
Rafer Alston,Milwaukee Bucks,187.96,USA,1998,2,Fresno State,24.0,2000-01
Raef LaFrentz,Denver Nuggets,210.82,USA,1998,1,Kansas,25.0,2000-01
Quincy Lewis,Utah Jazz,200.66,USA,1999,1,Minnesota,24.0,2000-01
Quentin Richardson,Los Angeles Clippers,198.12,USA,2000,1,DePaul,21.0,2000-01
Popeye Jones,Washington Wizards,203.2,USA,1992,2,Murray State,31.0,2000-01
Pervis Ellison,Seattle SuperSonics,205.74,USA,1989,1,Louisville,34.0,2000-01
Pepe Sanchez,Philadelphia 76ers,193.04,Argentina,Undrafted,Undrafted,Temple,24.0,2000-01
Peja Stojakovic,Sacramento Kings,205.74,Serbia and Montenegro,1996,1,,24.0,2000-01
Paul Pierce,Boston Celtics,198.12,USA,1998,1,Kansas,23.0,2000-01
Paul McPherson,Golden State Warriors,193.04,USA,Undrafted,Undrafted,DePaul,22.0,2000-01
Patrick Ewing,Seattle SuperSonics,213.36,Jamaica,1985,1,Georgetown,38.0,2000-01
Soumaila Samake,New Jersey Nets,213.36,Mali,2000,2,,23.0,2000-01
Rod Strickland,Portland Trail Blazers,190.5,USA,1988,1,DePaul,34.0,2000-01
Rodney Buford,Philadelphia 76ers,195.58,USA,1999,2,Creighton,23.0,2000-01
Raja Bell,Philadelphia 76ers,195.58,U.S. Virgin Islands,Undrafted,Undrafted,Florida International,24.0,2000-01
Ron Harper,Los Angeles Lakers,198.12,USA,1986,1,Miami (OH),37.0,2000-01
Sherman Douglas,New Jersey Nets,182.88,USA,1989,2,Syracuse,34.0,2000-01
Rodney Rogers,Phoenix Suns,200.66,USA,1993,1,Wake Forest,30.0,2000-01
Shawn Marion,Phoenix Suns,200.66,USA,1999,1,Nevada-Las Vegas,23.0,2000-01
Shawn Kemp,Portland Trail Blazers,208.28,USA,1989,1,Trinity Valley Community College,31.0,2000-01
Shawn Bradley,Dallas Mavericks,228.6,USA,1993,1,Brigham Young,29.0,2000-01
Shareef Abdur-Rahim,Vancouver Grizzlies,205.74,USA,1996,1,California,24.0,2000-01
Shaquille O'Neal,Los Angeles Lakers,215.9,USA,1992,1,Louisiana State,29.0,2000-01
Shammond Williams,Seattle SuperSonics,185.42,USA,1998,2,North Carolina,26.0,2000-01
Sean Rooks,Los Angeles Clippers,208.28,USA,1992,2,Arizona,31.0,2000-01
Sean Elliott,San Antonio Spurs,203.2,USA,1989,1,Arizona,33.0,2000-01
Sean Colson,Houston Rockets,182.88,USA,Undrafted,Undrafted,North Carolina-Charlotte,25.0,2000-01
Scottie Pippen,Portland Trail Blazers,200.66,USA,1987,1,Central Arkansas,35.0,2000-01
Scott Williams,Milwaukee Bucks,208.28,USA,Undrafted,Undrafted,North Carolina,33.0,2000-01
Shandon Anderson,Houston Rockets,198.12,USA,1996,2,Georgia,27.0,2000-01
Scott Burrell,Charlotte Hornets,200.66,USA,1993,1,Connecticut,30.0,2000-01
Ron Mercer,Chicago Bulls,200.66,USA,1997,1,Kentucky,25.0,2000-01
Roshown McLeod,Philadelphia 76ers,203.2,USA,1998,1,Duke,25.0,2000-01
Scott Padgett,Utah Jazz,205.74,USA,1999,1,Kentucky,25.0,2000-01
Ruben Garces,Golden State Warriors,205.74,USA,Undrafted,Undrafted,Providence,27.0,2000-01
Ruben Patterson,Seattle SuperSonics,195.58,USA,1998,2,Cincinnati,25.0,2000-01
Ryan Bowen,Denver Nuggets,200.66,USA,1998,2,Iowa,25.0,2000-01
Sam Cassell,Milwaukee Bucks,190.5,USA,1993,1,Florida State,31.0,2000-01
Shawnelle Scott,San Antonio Spurs,210.82,USA,1994,2,St. John's (NY),29.0,2000-01
Sam Jacobson,Minnesota Timberwolves,193.04,USA,1998,1,Minnesota,25.0,2000-01
Sam Mitchell,Minnesota Timberwolves,200.66,USA,1985,3,Mercer,37.0,2000-01
Sam Perkins,Indiana Pacers,205.74,USA,1984,1,North Carolina,40.0,2000-01
Samaki Walker,San Antonio Spurs,205.74,USA,1996,1,Louisville,25.0,2000-01
Scot Pollard,Sacramento Kings,210.82,USA,1997,1,Kansas,26.0,2000-01
Ratko Varda,Detroit Pistons,215.9,Yugoslavia,Undrafted,Undrafted,,23.0,2001-02
Rasho Nesterovic,Minnesota Timberwolves,213.36,Slovenia,1998,1,,26.0,2001-02
Rasheed Wallace,Portland Trail Blazers,210.82,USA,1995,1,North Carolina,27.0,2001-02
Rashard Lewis,Seattle SuperSonics,208.28,USA,1998,2,,22.0,2001-02
Randy Livingston,Seattle SuperSonics,193.04,USA,1996,2,Louisiana State,27.0,2001-02
Randy Brown,Boston Celtics,187.96,USA,1991,2,New Mexico State,34.0,2001-02
Rafer Alston,Milwaukee Bucks,187.96,USA,1998,2,Fresno State,25.0,2001-02
Ray Allen,Milwaukee Bucks,195.58,USA,1996,1,Connecticut,26.0,2001-02
Raef LaFrentz,Dallas Mavericks,210.82,USA,1998,1,Kansas,26.0,2001-02
Popeye Jones,Washington Wizards,203.2,USA,1992,2,Murray State,32.0,2001-02
Quincy Lewis,Utah Jazz,200.66,USA,1999,1,Minnesota,25.0,2001-02
Quentin Richardson,Los Angeles Clippers,198.12,USA,2000,1,DePaul,22.0,2001-02
Predrag Drobnjak,Seattle SuperSonics,210.82,Yugoslavia,1997,2,,26.0,2001-02
Peja Stojakovic,Sacramento Kings,205.74,Serbia and Montenegro,1996,1,,25.0,2001-02
Raja Bell,Philadelphia 76ers,195.58,U.S. Virgin Islands,Undrafted,Undrafted,Florida International,25.0,2001-02
Primoz Brezec,Indiana Pacers,215.9,Slovenia,2000,1,,22.0,2001-02
Rodney White,Detroit Pistons,205.74,USA,2001,1,North Carolina-Charlotte,22.0,2001-02
Reggie Slater,Atlanta Hawks,200.66,USA,Undrafted,Undrafted,Wyoming,31.0,2001-02
Ryan Bowen,Denver Nuggets,205.74,USA,1998,2,Iowa,26.0,2001-02
Paul Pierce,Boston Celtics,198.12,USA,1998,1,Kansas,24.0,2001-02
Rusty LaRue,Utah Jazz,190.5,USA,Undrafted,Undrafted,Wake Forest,28.0,2001-02
Ruben Patterson,Portland Trail Blazers,195.58,USA,1998,2,Cincinnati,26.0,2001-02
Ruben Boumtje-Boumtje,Portland Trail Blazers,213.36,USA,2001,2,Georgetown,24.0,2001-02
Ron Mercer,Indiana Pacers,200.66,USA,1997,1,Kentucky,26.0,2001-02
Rodney Rogers,Boston Celtics,200.66,USA,1993,1,Wake Forest,31.0,2001-02
Rodney Buford,Memphis Grizzlies,195.58,USA,1999,2,Creighton,24.0,2001-02
Rod Strickland,Miami Heat,190.5,USA,1988,1,DePaul,35.0,2001-02
Robert Traylor,Charlotte Hornets,203.2,USA,1998,1,Michigan,25.0,2001-02
Robert Pack,Minnesota Timberwolves,187.96,USA,Undrafted,Undrafted,Southern California,33.0,2001-02
Robert Horry,Los Angeles Lakers,208.28,USA,1992,1,Alabama,31.0,2001-02
Ricky Davis,Cleveland Cavaliers,200.66,USA,1998,1,Iowa,22.0,2001-02
Rick Fox,Los Angeles Lakers,200.66,Canada,1991,1,North Carolina,32.0,2001-02
Rick Brunson,Portland Trail Blazers,193.04,USA,Undrafted,Undrafted,Temple,30.0,2001-02
Richard Jefferson,New Jersey Nets,200.66,USA,2001,1,Arizona,22.0,2001-02
Richard Hamilton,Washington Wizards,200.66,USA,1999,1,Connecticut,24.0,2001-02
Reggie Miller,Indiana Pacers,200.66,USA,1987,1,UCLA,36.0,2001-02
Pau Gasol,Memphis Grizzlies,213.36,Spain,2001,1,,21.0,2001-02
Michael Dickerson,Memphis Grizzlies,195.58,USA,1998,1,Arizona,27.0,2001-02
Pat Garrity,Orlando Magic,205.74,USA,1998,1,Notre Dame,25.0,2001-02
Michael Redd,Milwaukee Bucks,198.12,USA,2000,2,Ohio State,22.0,2001-02
Michael Olowokandi,Los Angeles Clippers,213.36,Nigeria,1998,1,Pacific,27.0,2001-02
Michael Jordan,Washington Wizards,198.12,USA,1984,1,North Carolina,39.0,2001-02
Michael Finley,Dallas Mavericks,200.66,USA,1995,1,Wisconsin,29.0,2001-02
Michael Doleac,Cleveland Cavaliers,210.82,USA,1998,1,Utah,25.0,2001-02
Sam Cassell,Milwaukee Bucks,190.5,USA,1993,1,Florida State,32.0,2001-02
Michael Curry,Detroit Pistons,195.58,USA,Undrafted,Undrafted,Georgia Southern,33.0,2001-02
Michael Ruffin,Philadelphia 76ers,203.2,USA,1999,2,Tulsa,25.0,2001-02
Michael Bradley,Toronto Raptors,205.74,USA,2001,1,Villanova,23.0,2001-02
Mengke Bateer,Denver Nuggets,210.82,China,Undrafted,Undrafted,,26.0,2001-02
Maurice Evans,Minnesota Timberwolves,195.58,USA,Undrafted,Undrafted,Texas,23.0,2001-02
Matt Harpring,Philadelphia 76ers,200.66,USA,1998,1,Georgia Tech,26.0,2001-02
Matt Geiger,Philadelphia 76ers,205.74,USA,1992,2,Georgia Tech,32.0,2001-02
Matt Bullard,Charlotte Hornets,208.28,USA,Undrafted,Undrafted,Iowa,35.0,2001-02
Mateen Cleaves,Sacramento Kings,187.96,USA,2000,1,Michigan State,24.0,2001-02
Mark Strickland,Atlanta Hawks,208.28,USA,Undrafted,Undrafted,Temple,31.0,2001-02
Metta World Peace,Indiana Pacers,200.66,USA,1999,1,St. John's (NY),22.0,2001-02
Michael Stewart,Toronto Raptors,208.28,USA,Undrafted,Undrafted,California,27.0,2001-02
Mike Bibby,Sacramento Kings,185.42,USA,1998,1,Arizona,24.0,2001-02
Mike James,Miami Heat,187.96,USA,Undrafted,Undrafted,Duquesne,27.0,2001-02
P.J. Brown,Charlotte Hornets,210.82,USA,1992,2,Louisiana Tech,32.0,2001-02
Othella Harrington,New York Knicks,205.74,USA,1996,2,Georgetown,28.0,2001-02
Oscar Torres,Houston Rockets,198.12,Venezuela,Undrafted,Undrafted,Venezuela,25.0,2001-02
Olumide Oyedeji,Seattle SuperSonics,208.28,Nigeria,2000,2,,21.0,2001-02
Obinna Ekezie,Los Angeles Clippers,205.74,Nigeria,1999,2,Maryland,26.0,2001-02
Norman Richardson,Chicago Bulls,195.58,USA,Undrafted,Undrafted,Hofstra,24.0,2001-02
Nazr Mohammed,Atlanta Hawks,208.28,USA,1998,1,Kentucky,24.0,2001-02
Morris Peterson,Toronto Raptors,200.66,USA,2000,1,Michigan State,24.0,2001-02
Mookie Blaylock,Golden State Warriors,182.88,USA,1989,1,Oklahoma,35.0,2001-02
Moochie Norris,Houston Rockets,185.42,USA,1996,2,West Florida,28.0,2001-02
Monty Williams,Orlando Magic,203.2,USA,1994,1,Notre Dame,30.0,2001-02
Mitchell Butler,Portland Trail Blazers,195.58,USA,Undrafted,Undrafted,UCLA,31.0,2001-02
Mitch Richmond,Los Angeles Lakers,195.58,USA,1988,1,Kansas State,37.0,2001-02
Milt Palacio,Phoenix Suns,190.5,Belize,Undrafted,Undrafted,Colorado State,24.0,2001-02
Mikki Moore,Detroit Pistons,213.36,USA,Undrafted,Undrafted,Nebraska,26.0,2001-02
Mike Penberthy,Los Angeles Lakers,190.5,USA,Undrafted,Undrafted,Master's,27.0,2001-02
Mike Miller,Orlando Magic,203.2,USA,2000,1,Florida,22.0,2001-02
Patrick Ewing,Orlando Magic,213.36,Jamaica,1985,1,Georgetown,39.0,2001-02
Sam Mack,Miami Heat,200.66,USA,Undrafted,Undrafted,Houston,32.0,2001-02
Steven Smith,San Antonio Spurs,203.2,USA,1991,1,Michigan State,33.0,2001-02
Samaki Walker,Los Angeles Lakers,205.74,USA,1996,1,Louisville,26.0,2001-02
Tyronn Lue,Washington Wizards,182.88,USA,1998,1,Nebraska,25.0,2001-02
Tyrone Nesby,Washington Wizards,198.12,USA,Undrafted,Undrafted,Nevada-Las Vegas,26.0,2001-02
Tyrone Hill,Cleveland Cavaliers,205.74,USA,1990,1,Xavier,34.0,2001-02
Troy Murphy,Golden State Warriors,210.82,USA,2001,1,Notre Dame,22.0,2001-02
Troy Hudson,Orlando Magic,185.42,USA,Undrafted,Undrafted,Southern Illinois,26.0,2001-02
Trenton Hassell,Chicago Bulls,195.58,USA,2001,2,Austin Peay,23.0,2001-02
