,Player Name,Game ID,Report,points
385,Kyle Lowry,55,"The Toronto Raptors (25 - 15) defeated the Orlando Magic (20 - 19) 106 - 103 in overtime on Thursday afternoon in London. When it was all said and done, the pair of guards who struggled throughout five periods bested the two with the hot hand. In an overtime thriller in London, DeMar DeRozan and Kyle Lowry played as if they'd left their shots back across the Atlantic, going a combined 9 - for - 39 from the field. Meanwhile, the Magic duo of Victor Oladipo and Evan Fournier caught fire, particularly in the second half, to drain 18 of their 31 field - goal attempts. However, despite a game - high 27 points, Oladipo could n't find the net when he needed it most, missing a 27 - foot three - point jumper with two seconds left that almost certainly would've given the Magic a 98 - 96 victory. He then subsequently lost the handle on a drive to the basket with 2 seconds left in overtime as he attempted to tie the game at 105, essentially sealing Orlando's fate. Lowry did manage to lead the Raptors with 24 points despite the subpar shooting performance, as he was able to drain 12 of 14 attempts from the charity stripe. He also hauled in eight rebounds, dished out seven assists, and tallied a block and a steal. DeRozan contributed a modest 13 points, but was outstanding on the boards, posting a season - high 11 rebounds for his first double - double of the season. Jonas Valanciunas matched DeRozan's scoring total and added nine boards, two assists, a steal and three blocks, two of which were key stuffs of Nikola Vucevic in the fourth quarter and overtime, respectively. Luis Scola put together a solid contribution of 11 points, two rebounds and three steals, while three Raptors reserves were highly efficient. Corey Joseph led the way with 19 points, four assists, three rebounds and a pair of steals over a robust 36 minutes, while Bismack Biyombo and Patrick Patterson pitched in with a pair of 11 - point outings. The latter's scoring partly consisted of a trio of three - pointers, which tied him with Scola for the team lead in that category on the afternoon. The Raptors improved to 25 - 15 and remain atop the Eastern Conference's Atlantic Division. They head back home to take on the Brooklyn Nets on Monday. Oladipo's 27 points were supplemented by six rebounds, six assists and a pair of steals. Fournier was right on his heels with 21 points, three assists, three rebounds and a steal. Nikola Vucevic posted a 17 - point, 11 - rebound double - double, which he complemented with four assists and three blocks. Tobias Harris nearly matched him point - for - point and board - for - board, tallying 16 on the scoreboard and hauling in 11 off the glass. He also dished out three assists and recorded a steal. Jason Smith was outstanding off the bench in the first half for Orlando with 16 points, but came up empty scoring - wise in the second half and the extra period. He did add five rebounds, four assists and a block. The Magic fell to 20 - 19 and remain in third place in the Eastern Conference's Southeast Division. They take the long trip back home to face off against the division - leading Atlanta Hawks on Monday.
",24
386,Cory Joseph,55,"The Toronto Raptors (25 - 15) defeated the Orlando Magic (20 - 19) 106 - 103 in overtime on Thursday afternoon in London. When it was all said and done, the pair of guards who struggled throughout five periods bested the two with the hot hand. In an overtime thriller in London, DeMar DeRozan and Kyle Lowry played as if they'd left their shots back across the Atlantic, going a combined 9 - for - 39 from the field. Meanwhile, the Magic duo of Victor Oladipo and Evan Fournier caught fire, particularly in the second half, to drain 18 of their 31 field - goal attempts. However, despite a game - high 27 points, Oladipo could n't find the net when he needed it most, missing a 27 - foot three - point jumper with two seconds left that almost certainly would've given the Magic a 98 - 96 victory. He then subsequently lost the handle on a drive to the basket with 2 seconds left in overtime as he attempted to tie the game at 105, essentially sealing Orlando's fate. Lowry did manage to lead the Raptors with 24 points despite the subpar shooting performance, as he was able to drain 12 of 14 attempts from the charity stripe. He also hauled in eight rebounds, dished out seven assists, and tallied a block and a steal. DeRozan contributed a modest 13 points, but was outstanding on the boards, posting a season - high 11 rebounds for his first double - double of the season. Jonas Valanciunas matched DeRozan's scoring total and added nine boards, two assists, a steal and three blocks, two of which were key stuffs of Nikola Vucevic in the fourth quarter and overtime, respectively. Luis Scola put together a solid contribution of 11 points, two rebounds and three steals, while three Raptors reserves were highly efficient. Corey Joseph led the way with 19 points, four assists, three rebounds and a pair of steals over a robust 36 minutes, while Bismack Biyombo and Patrick Patterson pitched in with a pair of 11 - point outings. The latter's scoring partly consisted of a trio of three - pointers, which tied him with Scola for the team lead in that category on the afternoon. The Raptors improved to 25 - 15 and remain atop the Eastern Conference's Atlantic Division. They head back home to take on the Brooklyn Nets on Monday. Oladipo's 27 points were supplemented by six rebounds, six assists and a pair of steals. Fournier was right on his heels with 21 points, three assists, three rebounds and a steal. Nikola Vucevic posted a 17 - point, 11 - rebound double - double, which he complemented with four assists and three blocks. Tobias Harris nearly matched him point - for - point and board - for - board, tallying 16 on the scoreboard and hauling in 11 off the glass. He also dished out three assists and recorded a steal. Jason Smith was outstanding off the bench in the first half for Orlando with 16 points, but came up empty scoring - wise in the second half and the extra period. He did add five rebounds, four assists and a block. The Magic fell to 20 - 19 and remain in third place in the Eastern Conference's Southeast Division. They take the long trip back home to face off against the division - leading Atlanta Hawks on Monday.
",19
387,Bismack Biyombo,55,"The Toronto Raptors (25 - 15) defeated the Orlando Magic (20 - 19) 106 - 103 in overtime on Thursday afternoon in London. When it was all said and done, the pair of guards who struggled throughout five periods bested the two with the hot hand. In an overtime thriller in London, DeMar DeRozan and Kyle Lowry played as if they'd left their shots back across the Atlantic, going a combined 9 - for - 39 from the field. Meanwhile, the Magic duo of Victor Oladipo and Evan Fournier caught fire, particularly in the second half, to drain 18 of their 31 field - goal attempts. However, despite a game - high 27 points, Oladipo could n't find the net when he needed it most, missing a 27 - foot three - point jumper with two seconds left that almost certainly would've given the Magic a 98 - 96 victory. He then subsequently lost the handle on a drive to the basket with 2 seconds left in overtime as he attempted to tie the game at 105, essentially sealing Orlando's fate. Lowry did manage to lead the Raptors with 24 points despite the subpar shooting performance, as he was able to drain 12 of 14 attempts from the charity stripe. He also hauled in eight rebounds, dished out seven assists, and tallied a block and a steal. DeRozan contributed a modest 13 points, but was outstanding on the boards, posting a season - high 11 rebounds for his first double - double of the season. Jonas Valanciunas matched DeRozan's scoring total and added nine boards, two assists, a steal and three blocks, two of which were key stuffs of Nikola Vucevic in the fourth quarter and overtime, respectively. Luis Scola put together a solid contribution of 11 points, two rebounds and three steals, while three Raptors reserves were highly efficient. Corey Joseph led the way with 19 points, four assists, three rebounds and a pair of steals over a robust 36 minutes, while Bismack Biyombo and Patrick Patterson pitched in with a pair of 11 - point outings. The latter's scoring partly consisted of a trio of three - pointers, which tied him with Scola for the team lead in that category on the afternoon. The Raptors improved to 25 - 15 and remain atop the Eastern Conference's Atlantic Division. They head back home to take on the Brooklyn Nets on Monday. Oladipo's 27 points were supplemented by six rebounds, six assists and a pair of steals. Fournier was right on his heels with 21 points, three assists, three rebounds and a steal. Nikola Vucevic posted a 17 - point, 11 - rebound double - double, which he complemented with four assists and three blocks. Tobias Harris nearly matched him point - for - point and board - for - board, tallying 16 on the scoreboard and hauling in 11 off the glass. He also dished out three assists and recorded a steal. Jason Smith was outstanding off the bench in the first half for Orlando with 16 points, but came up empty scoring - wise in the second half and the extra period. He did add five rebounds, four assists and a block. The Magic fell to 20 - 19 and remain in third place in the Eastern Conference's Southeast Division. They take the long trip back home to face off against the division - leading Atlanta Hawks on Monday.
",11
388,Patrick Patterson,55,"The Toronto Raptors (25 - 15) defeated the Orlando Magic (20 - 19) 106 - 103 in overtime on Thursday afternoon in London. When it was all said and done, the pair of guards who struggled throughout five periods bested the two with the hot hand. In an overtime thriller in London, DeMar DeRozan and Kyle Lowry played as if they'd left their shots back across the Atlantic, going a combined 9 - for - 39 from the field. Meanwhile, the Magic duo of Victor Oladipo and Evan Fournier caught fire, particularly in the second half, to drain 18 of their 31 field - goal attempts. However, despite a game - high 27 points, Oladipo could n't find the net when he needed it most, missing a 27 - foot three - point jumper with two seconds left that almost certainly would've given the Magic a 98 - 96 victory. He then subsequently lost the handle on a drive to the basket with 2 seconds left in overtime as he attempted to tie the game at 105, essentially sealing Orlando's fate. Lowry did manage to lead the Raptors with 24 points despite the subpar shooting performance, as he was able to drain 12 of 14 attempts from the charity stripe. He also hauled in eight rebounds, dished out seven assists, and tallied a block and a steal. DeRozan contributed a modest 13 points, but was outstanding on the boards, posting a season - high 11 rebounds for his first double - double of the season. Jonas Valanciunas matched DeRozan's scoring total and added nine boards, two assists, a steal and three blocks, two of which were key stuffs of Nikola Vucevic in the fourth quarter and overtime, respectively. Luis Scola put together a solid contribution of 11 points, two rebounds and three steals, while three Raptors reserves were highly efficient. Corey Joseph led the way with 19 points, four assists, three rebounds and a pair of steals over a robust 36 minutes, while Bismack Biyombo and Patrick Patterson pitched in with a pair of 11 - point outings. The latter's scoring partly consisted of a trio of three - pointers, which tied him with Scola for the team lead in that category on the afternoon. The Raptors improved to 25 - 15 and remain atop the Eastern Conference's Atlantic Division. They head back home to take on the Brooklyn Nets on Monday. Oladipo's 27 points were supplemented by six rebounds, six assists and a pair of steals. Fournier was right on his heels with 21 points, three assists, three rebounds and a steal. Nikola Vucevic posted a 17 - point, 11 - rebound double - double, which he complemented with four assists and three blocks. Tobias Harris nearly matched him point - for - point and board - for - board, tallying 16 on the scoreboard and hauling in 11 off the glass. He also dished out three assists and recorded a steal. Jason Smith was outstanding off the bench in the first half for Orlando with 16 points, but came up empty scoring - wise in the second half and the extra period. He did add five rebounds, four assists and a block. The Magic fell to 20 - 19 and remain in third place in the Eastern Conference's Southeast Division. They take the long trip back home to face off against the division - leading Atlanta Hawks on Monday.
",11
389,Tobias Harris,55,"The Toronto Raptors (25 - 15) defeated the Orlando Magic (20 - 19) 106 - 103 in overtime on Thursday afternoon in London. When it was all said and done, the pair of guards who struggled throughout five periods bested the two with the hot hand. In an overtime thriller in London, DeMar DeRozan and Kyle Lowry played as if they'd left their shots back across the Atlantic, going a combined 9 - for - 39 from the field. Meanwhile, the Magic duo of Victor Oladipo and Evan Fournier caught fire, particularly in the second half, to drain 18 of their 31 field - goal attempts. However, despite a game - high 27 points, Oladipo could n't find the net when he needed it most, missing a 27 - foot three - point jumper with two seconds left that almost certainly would've given the Magic a 98 - 96 victory. He then subsequently lost the handle on a drive to the basket with 2 seconds left in overtime as he attempted to tie the game at 105, essentially sealing Orlando's fate. Lowry did manage to lead the Raptors with 24 points despite the subpar shooting performance, as he was able to drain 12 of 14 attempts from the charity stripe. He also hauled in eight rebounds, dished out seven assists, and tallied a block and a steal. DeRozan contributed a modest 13 points, but was outstanding on the boards, posting a season - high 11 rebounds for his first double - double of the season. Jonas Valanciunas matched DeRozan's scoring total and added nine boards, two assists, a steal and three blocks, two of which were key stuffs of Nikola Vucevic in the fourth quarter and overtime, respectively. Luis Scola put together a solid contribution of 11 points, two rebounds and three steals, while three Raptors reserves were highly efficient. Corey Joseph led the way with 19 points, four assists, three rebounds and a pair of steals over a robust 36 minutes, while Bismack Biyombo and Patrick Patterson pitched in with a pair of 11 - point outings. The latter's scoring partly consisted of a trio of three - pointers, which tied him with Scola for the team lead in that category on the afternoon. The Raptors improved to 25 - 15 and remain atop the Eastern Conference's Atlantic Division. They head back home to take on the Brooklyn Nets on Monday. Oladipo's 27 points were supplemented by six rebounds, six assists and a pair of steals. Fournier was right on his heels with 21 points, three assists, three rebounds and a steal. Nikola Vucevic posted a 17 - point, 11 - rebound double - double, which he complemented with four assists and three blocks. Tobias Harris nearly matched him point - for - point and board - for - board, tallying 16 on the scoreboard and hauling in 11 off the glass. He also dished out three assists and recorded a steal. Jason Smith was outstanding off the bench in the first half for Orlando with 16 points, but came up empty scoring - wise in the second half and the extra period. He did add five rebounds, four assists and a block. The Magic fell to 20 - 19 and remain in third place in the Eastern Conference's Southeast Division. They take the long trip back home to face off against the division - leading Atlanta Hawks on Monday.
",16
390,Nikola Vucevic,55,"The Toronto Raptors (25 - 15) defeated the Orlando Magic (20 - 19) 106 - 103 in overtime on Thursday afternoon in London. When it was all said and done, the pair of guards who struggled throughout five periods bested the two with the hot hand. In an overtime thriller in London, DeMar DeRozan and Kyle Lowry played as if they'd left their shots back across the Atlantic, going a combined 9 - for - 39 from the field. Meanwhile, the Magic duo of Victor Oladipo and Evan Fournier caught fire, particularly in the second half, to drain 18 of their 31 field - goal attempts. However, despite a game - high 27 points, Oladipo could n't find the net when he needed it most, missing a 27 - foot three - point jumper with two seconds left that almost certainly would've given the Magic a 98 - 96 victory. He then subsequently lost the handle on a drive to the basket with 2 seconds left in overtime as he attempted to tie the game at 105, essentially sealing Orlando's fate. Lowry did manage to lead the Raptors with 24 points despite the subpar shooting performance, as he was able to drain 12 of 14 attempts from the charity stripe. He also hauled in eight rebounds, dished out seven assists, and tallied a block and a steal. DeRozan contributed a modest 13 points, but was outstanding on the boards, posting a season - high 11 rebounds for his first double - double of the season. Jonas Valanciunas matched DeRozan's scoring total and added nine boards, two assists, a steal and three blocks, two of which were key stuffs of Nikola Vucevic in the fourth quarter and overtime, respectively. Luis Scola put together a solid contribution of 11 points, two rebounds and three steals, while three Raptors reserves were highly efficient. Corey Joseph led the way with 19 points, four assists, three rebounds and a pair of steals over a robust 36 minutes, while Bismack Biyombo and Patrick Patterson pitched in with a pair of 11 - point outings. The latter's scoring partly consisted of a trio of three - pointers, which tied him with Scola for the team lead in that category on the afternoon. The Raptors improved to 25 - 15 and remain atop the Eastern Conference's Atlantic Division. They head back home to take on the Brooklyn Nets on Monday. Oladipo's 27 points were supplemented by six rebounds, six assists and a pair of steals. Fournier was right on his heels with 21 points, three assists, three rebounds and a steal. Nikola Vucevic posted a 17 - point, 11 - rebound double - double, which he complemented with four assists and three blocks. Tobias Harris nearly matched him point - for - point and board - for - board, tallying 16 on the scoreboard and hauling in 11 off the glass. He also dished out three assists and recorded a steal. Jason Smith was outstanding off the bench in the first half for Orlando with 16 points, but came up empty scoring - wise in the second half and the extra period. He did add five rebounds, four assists and a block. The Magic fell to 20 - 19 and remain in third place in the Eastern Conference's Southeast Division. They take the long trip back home to face off against the division - leading Atlanta Hawks on Monday.
",17
391,Evan Fournier,55,"The Toronto Raptors (25 - 15) defeated the Orlando Magic (20 - 19) 106 - 103 in overtime on Thursday afternoon in London. When it was all said and done, the pair of guards who struggled throughout five periods bested the two with the hot hand. In an overtime thriller in London, DeMar DeRozan and Kyle Lowry played as if they'd left their shots back across the Atlantic, going a combined 9 - for - 39 from the field. Meanwhile, the Magic duo of Victor Oladipo and Evan Fournier caught fire, particularly in the second half, to drain 18 of their 31 field - goal attempts. However, despite a game - high 27 points, Oladipo could n't find the net when he needed it most, missing a 27 - foot three - point jumper with two seconds left that almost certainly would've given the Magic a 98 - 96 victory. He then subsequently lost the handle on a drive to the basket with 2 seconds left in overtime as he attempted to tie the game at 105, essentially sealing Orlando's fate. Lowry did manage to lead the Raptors with 24 points despite the subpar shooting performance, as he was able to drain 12 of 14 attempts from the charity stripe. He also hauled in eight rebounds, dished out seven assists, and tallied a block and a steal. DeRozan contributed a modest 13 points, but was outstanding on the boards, posting a season - high 11 rebounds for his first double - double of the season. Jonas Valanciunas matched DeRozan's scoring total and added nine boards, two assists, a steal and three blocks, two of which were key stuffs of Nikola Vucevic in the fourth quarter and overtime, respectively. Luis Scola put together a solid contribution of 11 points, two rebounds and three steals, while three Raptors reserves were highly efficient. Corey Joseph led the way with 19 points, four assists, three rebounds and a pair of steals over a robust 36 minutes, while Bismack Biyombo and Patrick Patterson pitched in with a pair of 11 - point outings. The latter's scoring partly consisted of a trio of three - pointers, which tied him with Scola for the team lead in that category on the afternoon. The Raptors improved to 25 - 15 and remain atop the Eastern Conference's Atlantic Division. They head back home to take on the Brooklyn Nets on Monday. Oladipo's 27 points were supplemented by six rebounds, six assists and a pair of steals. Fournier was right on his heels with 21 points, three assists, three rebounds and a steal. Nikola Vucevic posted a 17 - point, 11 - rebound double - double, which he complemented with four assists and three blocks. Tobias Harris nearly matched him point - for - point and board - for - board, tallying 16 on the scoreboard and hauling in 11 off the glass. He also dished out three assists and recorded a steal. Jason Smith was outstanding off the bench in the first half for Orlando with 16 points, but came up empty scoring - wise in the second half and the extra period. He did add five rebounds, four assists and a block. The Magic fell to 20 - 19 and remain in third place in the Eastern Conference's Southeast Division. They take the long trip back home to face off against the division - leading Atlanta Hawks on Monday.
",21
392,Victor Oladipo,55,"The Toronto Raptors (25 - 15) defeated the Orlando Magic (20 - 19) 106 - 103 in overtime on Thursday afternoon in London. When it was all said and done, the pair of guards who struggled throughout five periods bested the two with the hot hand. In an overtime thriller in London, DeMar DeRozan and Kyle Lowry played as if they'd left their shots back across the Atlantic, going a combined 9 - for - 39 from the field. Meanwhile, the Magic duo of Victor Oladipo and Evan Fournier caught fire, particularly in the second half, to drain 18 of their 31 field - goal attempts. However, despite a game - high 27 points, Oladipo could n't find the net when he needed it most, missing a 27 - foot three - point jumper with two seconds left that almost certainly would've given the Magic a 98 - 96 victory. He then subsequently lost the handle on a drive to the basket with 2 seconds left in overtime as he attempted to tie the game at 105, essentially sealing Orlando's fate. Lowry did manage to lead the Raptors with 24 points despite the subpar shooting performance, as he was able to drain 12 of 14 attempts from the charity stripe. He also hauled in eight rebounds, dished out seven assists, and tallied a block and a steal. DeRozan contributed a modest 13 points, but was outstanding on the boards, posting a season - high 11 rebounds for his first double - double of the season. Jonas Valanciunas matched DeRozan's scoring total and added nine boards, two assists, a steal and three blocks, two of which were key stuffs of Nikola Vucevic in the fourth quarter and overtime, respectively. Luis Scola put together a solid contribution of 11 points, two rebounds and three steals, while three Raptors reserves were highly efficient. Corey Joseph led the way with 19 points, four assists, three rebounds and a pair of steals over a robust 36 minutes, while Bismack Biyombo and Patrick Patterson pitched in with a pair of 11 - point outings. The latter's scoring partly consisted of a trio of three - pointers, which tied him with Scola for the team lead in that category on the afternoon. The Raptors improved to 25 - 15 and remain atop the Eastern Conference's Atlantic Division. They head back home to take on the Brooklyn Nets on Monday. Oladipo's 27 points were supplemented by six rebounds, six assists and a pair of steals. Fournier was right on his heels with 21 points, three assists, three rebounds and a steal. Nikola Vucevic posted a 17 - point, 11 - rebound double - double, which he complemented with four assists and three blocks. Tobias Harris nearly matched him point - for - point and board - for - board, tallying 16 on the scoreboard and hauling in 11 off the glass. He also dished out three assists and recorded a steal. Jason Smith was outstanding off the bench in the first half for Orlando with 16 points, but came up empty scoring - wise in the second half and the extra period. He did add five rebounds, four assists and a block. The Magic fell to 20 - 19 and remain in third place in the Eastern Conference's Southeast Division. They take the long trip back home to face off against the division - leading Atlanta Hawks on Monday.
",27
393,Jason Smith,55,"The Toronto Raptors (25 - 15) defeated the Orlando Magic (20 - 19) 106 - 103 in overtime on Thursday afternoon in London. When it was all said and done, the pair of guards who struggled throughout five periods bested the two with the hot hand. In an overtime thriller in London, DeMar DeRozan and Kyle Lowry played as if they'd left their shots back across the Atlantic, going a combined 9 - for - 39 from the field. Meanwhile, the Magic duo of Victor Oladipo and Evan Fournier caught fire, particularly in the second half, to drain 18 of their 31 field - goal attempts. However, despite a game - high 27 points, Oladipo could n't find the net when he needed it most, missing a 27 - foot three - point jumper with two seconds left that almost certainly would've given the Magic a 98 - 96 victory. He then subsequently lost the handle on a drive to the basket with 2 seconds left in overtime as he attempted to tie the game at 105, essentially sealing Orlando's fate. Lowry did manage to lead the Raptors with 24 points despite the subpar shooting performance, as he was able to drain 12 of 14 attempts from the charity stripe. He also hauled in eight rebounds, dished out seven assists, and tallied a block and a steal. DeRozan contributed a modest 13 points, but was outstanding on the boards, posting a season - high 11 rebounds for his first double - double of the season. Jonas Valanciunas matched DeRozan's scoring total and added nine boards, two assists, a steal and three blocks, two of which were key stuffs of Nikola Vucevic in the fourth quarter and overtime, respectively. Luis Scola put together a solid contribution of 11 points, two rebounds and three steals, while three Raptors reserves were highly efficient. Corey Joseph led the way with 19 points, four assists, three rebounds and a pair of steals over a robust 36 minutes, while Bismack Biyombo and Patrick Patterson pitched in with a pair of 11 - point outings. The latter's scoring partly consisted of a trio of three - pointers, which tied him with Scola for the team lead in that category on the afternoon. The Raptors improved to 25 - 15 and remain atop the Eastern Conference's Atlantic Division. They head back home to take on the Brooklyn Nets on Monday. Oladipo's 27 points were supplemented by six rebounds, six assists and a pair of steals. Fournier was right on his heels with 21 points, three assists, three rebounds and a steal. Nikola Vucevic posted a 17 - point, 11 - rebound double - double, which he complemented with four assists and three blocks. Tobias Harris nearly matched him point - for - point and board - for - board, tallying 16 on the scoreboard and hauling in 11 off the glass. He also dished out three assists and recorded a steal. Jason Smith was outstanding off the bench in the first half for Orlando with 16 points, but came up empty scoring - wise in the second half and the extra period. He did add five rebounds, four assists and a block. The Magic fell to 20 - 19 and remain in third place in the Eastern Conference's Southeast Division. They take the long trip back home to face off against the division - leading Atlanta Hawks on Monday.
",16
394,Isaiah Thomas,56,"In his Bulls debut Thursday, Dwyane Wade showed the NBA that an old dog can learn new tricks as he led Chicago to a win over the Celtics. After making just seven three - pointers last season, Wade hit four shots from beyond the arc in his Chicago homecoming. Wade's mark was the highest of any Bull, as the team hit 11 shots from three - point range in total. One of those shots came from another new face, point guard Rajon Rondo. Rondo is another player who many speculated would cause trouble for Chicago's floor spacing, but he got the job done along with his new backcourt partner. It was a good night for All-Star players, as Wade was n't the only star to score over 20. Jimmy Butler led the Bulls with 24, while Boston point guard Isaiah Thomas scored 25.
",25
395,Jimmy Butler,56,"In his Bulls debut Thursday, Dwyane Wade showed the NBA that an old dog can learn new tricks as he led Chicago to a win over the Celtics. After making just seven three - pointers last season, Wade hit four shots from beyond the arc in his Chicago homecoming. Wade's mark was the highest of any Bull, as the team hit 11 shots from three - point range in total. One of those shots came from another new face, point guard Rajon Rondo. Rondo is another player who many speculated would cause trouble for Chicago's floor spacing, but he got the job done along with his new backcourt partner. It was a good night for All-Star players, as Wade was n't the only star to score over 20. Jimmy Butler led the Bulls with 24, while Boston point guard Isaiah Thomas scored 25.
",24
396,Dwyane Wade,56,"In his Bulls debut Thursday, Dwyane Wade showed the NBA that an old dog can learn new tricks as he led Chicago to a win over the Celtics. After making just seven three - pointers last season, Wade hit four shots from beyond the arc in his Chicago homecoming. Wade's mark was the highest of any Bull, as the team hit 11 shots from three - point range in total. One of those shots came from another new face, point guard Rajon Rondo. Rondo is another player who many speculated would cause trouble for Chicago's floor spacing, but he got the job done along with his new backcourt partner. It was a good night for All-Star players, as Wade was n't the only star to score over 20. Jimmy Butler led the Bulls with 24, while Boston point guard Isaiah Thomas scored 25.
",22
397,Monta Ellis,57,"The Houston Rockets (32 - 14) defeated the Dallas Mavericks (30 - 17) 99 - 94 on Wednesday. Dwight Howard sat out his second - straight game with a sprained ankle. Joey Dorsey stepped in for Howard at the starting center position, but played just 13 minutes and failed to score. Josh Smith led the Rockets with 18 points, as he hit 4 - of - 5 shots from beyond the arc. James Harden continued his magnificent season Wednesday. He scored 17 points on 7 - of - 14 shooting from the field. In Harden's four games prior to Wednesday, he has scored 33 points or more, including a 45 - point explosion on Jan. 19 against the Pacers. He has been contributing across the board this season, averaging 28 points, 7 assists, 6 rebounds, 2 steals and 1 blocks a game in his campaign for MVP. Monta Ellis led the Mavericks with 33 points. Chandler Parsons and Dirk Nowitzki combined for 35 points on 7 - of - 12 shooting from beyond the three - point line. Al-Farouq Aminu had a nice game off the bench. Aminu blocked six shots and had three steals in an impressive defensive performance. Rajon Rondo is n't known for his scoring and that was apparent Wednesday night, as he went 0 - for - 7 from the field and failed to score a point for the first time since becoming a Maverick. Rondo is averaging 9 points, 5 rebounds and 7 assists in January for Dallas, who has now lost four - straight games. Dallas will travel to Miami to take on the Heat on Friday, and the Rockets will head to Boston to face the Celtics on Friday.
",33
398,Rajon Rondo,57,"The Houston Rockets (32 - 14) defeated the Dallas Mavericks (30 - 17) 99 - 94 on Wednesday. Dwight Howard sat out his second - straight game with a sprained ankle. Joey Dorsey stepped in for Howard at the starting center position, but played just 13 minutes and failed to score. Josh Smith led the Rockets with 18 points, as he hit 4 - of - 5 shots from beyond the arc. James Harden continued his magnificent season Wednesday. He scored 17 points on 7 - of - 14 shooting from the field. In Harden's four games prior to Wednesday, he has scored 33 points or more, including a 45 - point explosion on Jan. 19 against the Pacers. He has been contributing across the board this season, averaging 28 points, 7 assists, 6 rebounds, 2 steals and 1 blocks a game in his campaign for MVP. Monta Ellis led the Mavericks with 33 points. Chandler Parsons and Dirk Nowitzki combined for 35 points on 7 - of - 12 shooting from beyond the three - point line. Al-Farouq Aminu had a nice game off the bench. Aminu blocked six shots and had three steals in an impressive defensive performance. Rajon Rondo is n't known for his scoring and that was apparent Wednesday night, as he went 0 - for - 7 from the field and failed to score a point for the first time since becoming a Maverick. Rondo is averaging 9 points, 5 rebounds and 7 assists in January for Dallas, who has now lost four - straight games. Dallas will travel to Miami to take on the Heat on Friday, and the Rockets will head to Boston to face the Celtics on Friday.
",0
399,Al-Farouq Aminu,57,"The Houston Rockets (32 - 14) defeated the Dallas Mavericks (30 - 17) 99 - 94 on Wednesday. Dwight Howard sat out his second - straight game with a sprained ankle. Joey Dorsey stepped in for Howard at the starting center position, but played just 13 minutes and failed to score. Josh Smith led the Rockets with 18 points, as he hit 4 - of - 5 shots from beyond the arc. James Harden continued his magnificent season Wednesday. He scored 17 points on 7 - of - 14 shooting from the field. In Harden's four games prior to Wednesday, he has scored 33 points or more, including a 45 - point explosion on Jan. 19 against the Pacers. He has been contributing across the board this season, averaging 28 points, 7 assists, 6 rebounds, 2 steals and 1 blocks a game in his campaign for MVP. Monta Ellis led the Mavericks with 33 points. Chandler Parsons and Dirk Nowitzki combined for 35 points on 7 - of - 12 shooting from beyond the three - point line. Al-Farouq Aminu had a nice game off the bench. Aminu blocked six shots and had three steals in an impressive defensive performance. Rajon Rondo is n't known for his scoring and that was apparent Wednesday night, as he went 0 - for - 7 from the field and failed to score a point for the first time since becoming a Maverick. Rondo is averaging 9 points, 5 rebounds and 7 assists in January for Dallas, who has now lost four - straight games. Dallas will travel to Miami to take on the Heat on Friday, and the Rockets will head to Boston to face the Celtics on Friday.
",0
400,Joey Dorsey,57,"The Houston Rockets (32 - 14) defeated the Dallas Mavericks (30 - 17) 99 - 94 on Wednesday. Dwight Howard sat out his second - straight game with a sprained ankle. Joey Dorsey stepped in for Howard at the starting center position, but played just 13 minutes and failed to score. Josh Smith led the Rockets with 18 points, as he hit 4 - of - 5 shots from beyond the arc. James Harden continued his magnificent season Wednesday. He scored 17 points on 7 - of - 14 shooting from the field. In Harden's four games prior to Wednesday, he has scored 33 points or more, including a 45 - point explosion on Jan. 19 against the Pacers. He has been contributing across the board this season, averaging 28 points, 7 assists, 6 rebounds, 2 steals and 1 blocks a game in his campaign for MVP. Monta Ellis led the Mavericks with 33 points. Chandler Parsons and Dirk Nowitzki combined for 35 points on 7 - of - 12 shooting from beyond the three - point line. Al-Farouq Aminu had a nice game off the bench. Aminu blocked six shots and had three steals in an impressive defensive performance. Rajon Rondo is n't known for his scoring and that was apparent Wednesday night, as he went 0 - for - 7 from the field and failed to score a point for the first time since becoming a Maverick. Rondo is averaging 9 points, 5 rebounds and 7 assists in January for Dallas, who has now lost four - straight games. Dallas will travel to Miami to take on the Heat on Friday, and the Rockets will head to Boston to face the Celtics on Friday.
",0
