,Message ID,Subject,Message,Spam/Ham,Date
917,11870,e - business . . . ( enron mentions ),"please find attached the following article / s :
' will your e - business leave you quick or dead ? ' - fortune
' back to the future ' - risk
' go to work ( bench ) ' - risk
kind regards ,
kuldeep chana",ham,2001-06-07
918,18972,re : your account # iao 34,"hi ,
i sent you an email last week and just wanted to confirm everything .
please review the info below and let me know if you have any questions .
i ' m happy to inform you that we are accepting you mo rtgage application .
if you have bad cr . edit , it is ok . we are ready to give you a $ 200 , 000
loa n for $ 350 / month payment . appr oval process will take 1 minute .
just visit the link below and fill out the short form .
thank you
http : / / www . wiffledom . com / mn / num 20
best regards ,
ceo : tyler davison lst mor tga ge group
",spam,2004-05-20
919,30620,"cheap cia "" lis softtabs online","new clalls softtabs = lnstant rockhard erectlons
simply disolve half a plll under your tongue 10 min before action ,
for results that last all weekend .
normal retail is $ 19 / plll order from us today at the price of $ 3 . 98
not interested ( 0 pt - 0 ut )
",spam,2004-11-29
920,20258,,"do you want a cheap rolex watch ?
",spam,2004-11-03
921,23330,list of book administrators for south america,"in today ' s staff meeting you were asking for a list of book administrators .
here is the list for south america .
martha stevens ,
sarah smith
juana fayett
trang le
srm",ham,2000-10-02
922,19763,lowest prescriptio ( n dr [ ugs online ! 9 d,"ignatia trame implacentate promote marvellous exhibiter contravention hexahydrated . alulet observingly preilluminate stagedom qoph disqualification roughtailed ringbark . ncc dehumidification stiffing gularis coalescency smeltery . tewsome unsesquipedalian nonerroneous cusso supersphenoid syllabled strand trysts typhuses recommendable . governs dwellers broadaxe revaccinations volplane whitten megalopsia solder pokerish ski . gelated rainbow downheartedness hydrae plasmatic marvellous scattiest gelated outquestion .
alulet cumbrance semihard trysts felon tressels wowserian panegyrizes . naiveties splits pantywaist strengthless drifting . badgered mismated flareboard nonundulatory soggily contravention acetosoluble . repentant vibracular hydrae socializable samburs dogfights intensified moulages outpick turboexciter . rainbow volplane devilish apomecometry spinidentate designer . theandric floridly reserves coarsening . propheticality cresswort trysts myelodiastasis bedazzle . ringbark curt beeline condemnate totemisms pantherish salaaming preaccepts unearly onsight . frab ravisher discoloring oxalis . ursine when kjeldahlization botuliform tailorless neostriatum commie jambolan omelets barbary . festuca choloidic tentacles unmixable codical dewiness annonaceous . indelibility overshooting despot pseudoviaduct ruck oviduct unglorifying compriest . pinchecks preallow repentant nonerroneous reata jubas estuarine governs . azyme contravention rubidiums dirtinesses regaining algorithms cholos homolog . unlivably choloidic . pinots reinstauration perries atavism atavism hooping revaccinations . recommendable fresco eucre regulatively luncheoner coalescency fresco amiray pastoralist hysterical . rachidial unmingleable prisonlike palmitinic expatiating penetrance errorful samburs . pastoralist filmsets offlet seroalbumin colourful indesirable undespondently . drifting annonaceous opportuneless scrawler maar assaulted esoterism dotate uterointestinal . palmitinic temptationless cabdriver zimentwater tannogen naturality streptobacillus pastoralist . heroicly sabra semiautomatics glamoury chenopods blennymenitis sericate sappiest chicayote . trypanolytic rodded paracorolla underclothing lenticula commie findal disassociating nogal umload . dirtinesses infantile audiotypist subserrate gelated cicutoxin misled finched weaponries nonundulatory .
",spam,2004-09-09
923,15339,fw : [ subvert ] 88 % off vicodin . attendance mappable,"occupied aliments diner buggy anhydrously
vagrant pulleys tibet
breezily inducts peruvianize dinnertime inquire
mexicanizes gantry associators
coordinate disappearing nodal insanity mind
margarine replenishes lightface poppy
forge puns pendulum loft
reprobate maximilian indefatigable levies
presumptive academics fiance
- -
phone : 579 - 537 - 9445
mobile : 875 - 893 - 1037
email : intangiblesraking @ imneverwrong . com
",spam,2004-10-28
924,27141,rolex watches now for pea nut,"hows it been going ?
i wanted to show you these elegant watches ( reeplicaas )
these are 1 / 20 of real price while look same and work great !
you can also gift these to your loved ones .
and you can track the shipment online .
copy the address below and paste in explorer :
el 9 . net / re / skdjh 32
don ' t you practice cooking nicely ? .
today i need to goto the store . .
best regards ,
booker kerry",spam,2005-07-18
925,1998,meter 986899 for november,"daren ,
i have flow at this meter for the first , 118 dth . there is an expired
purchase from highland at the meter , but , this deal ended august 31 st . hpl
had a deal with highland in october to purchase these volumes ( deal ticket
418382 ) . i think that the deal needs to be extended , it looks like the valve
was not completely shut by 9 am . pat has asked that this issue be resolved
today , so , your assistance would be greatly appreciated .
mary",ham,2000-11-08
926,29738,congratulations !,"winning notification : verification process ( required details )
attention
latinworld promo lottery , ontario canada .
from : the desk of the promotions manager ,
international promotions / prize award department ,
ref : imfd / 37856432614037 / 04
batch : 24 / 00319 / isp .
attention
re / award notification ; final notice
we are pleased to inform you of the announcement
today of winners of the latinworld promo lottery , ontario
cananda international programs held on 21 st october , 2004 .
your email address was attached to ticket number
123 - 0148 - 790 - 459 ; with serial number 7073 - 21 drew
the lucky numbers 43 - 11 - 34 - 37 - 10 - 43 , and consequently
won the lottery in the 2 nd category .
you have therefore been approved for a lump sum pay
out of us $ 1 , 000 . 000 . 00 in cash credited to file ref
imfd / 37856432614037 / 04 . this is from total prize money
of us $ 17 , 000 , 000 . 00 shared among the seventeen
international winners in this category .
all participants were selected through a computer ballot system drawn
form 25 , 000 email addresses from australia , new zealand , america , europe ,
north
america , africa and asia as part of international promotions program ,
which is conducted annually .
congratulations !
your fund is now deposited with a financial institution
insured in your email address . due to the mix up of
some numbers and email - addresses , we ask that you keep this
award strictly from public notice until your claim has
been processed and your money remitted to your
account .
this is part of our security protocol to avoid
double claiming or unscrupulous acts by participants
of this program .
we hope with a part of your prize , you will
participate in our end of year high stakes
us $ 10 . 9 billion international lottery .
to begin your claim , please contact your claim agent ;
name : brandon law
email : brandonlaw @ latinmail . com
remember , all prize money must be claimed not later
than novemebr 14 th 2004 , after this date , all funds will
be returned as unclaimed .
note : in order to avoid unnecessary delays and
complications , please remember to quote your
reference and batch numbers in every one of your
correspondences with your agent .
furthermore , should there be any
change of your address , do inform your claims agent
as soon as possible .
congratulations again from all our staff and thank
you for being part of our promotions program .
sincerely ,
james lockman
the promotions manager , latinworld promo lottery canada
n . b . any breach of confidentiality on the part of
the winners will result to disqualification
we wish to inform you that you are urgently required to forward your details
this will enable our account department to begin with the processing of your
fund .
hence , you are advice to send your full name , contact ` address details ,
phone and fax number , age , sex , profession , nationality , postal address .
subject upon your receipt to this mail , we will begin the processing and
zoning of your fund through any of our payment offices spread across the
continents .
required details .
first name . . . . . . . . . . . . . . . . . . . . . . . . last
name . . . . . . . . . . . . . . . . . . .
contact
telephone number . . . . . . . . . . . . . . . . . . . . . faxes
number . . . . . . . . . . . . .
age . . . . . . . . . . . . . . . . . . . . . gender . . . . . . . . . . . . . . . .
marital status . . . . . . . . . . . . . . . . . . . . . . . nationality . . . . . . . . . . . . . . . . . . . .
occupation . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
ref number . . . . . . . . . . . . . . . . . . . . . . . . . . . .
serial number . . . . . . . . . . . . . . . . . . . . . . . .
lucky / ticket number . . . . . . . . . . . . . . . . . . . . . .
name and address of next of
send the completed form to your claim officer , brandon law",spam,2004-09-20
927,31433,attention smailcap stox piayers .,"investor alert - l r c j - brand new stock for your attention
lauraan corporation - stock symbol : l r c j
breaking news released by the company on friday after the close - watch
out the stock go crazy on monday morning 24 th of january .
current price : $ 0 . 12
current price : $ 0 . 12
projected specuiative price in next 5 days : $ 0 . 42
projected speculative price in next 15 days : $ 0 . 6 o
lauraan corporation ( lauraan ) is a premier provider of home
entertainment and home automation products and services to the new home market .
the company sells primarily through homebuiiders to homebuyers who are
buiiding homes in the $ 300 k , and up range .
lauraan is an early stage company in the process of developing its
business , nationwide , through acquisitions of existing home technoiogy
companies in select markets throughout the country . the company has an
experienced management team that has years of experience in the home
technology industry .
current price : $ o . 12
current status
lauraan has compieted its first acquisition , syslync of georgia
( georgia ) . the company pians to acquire 3 more | ocations in the next 4 months
( lois are negotiated and ready to be announced . ) georgia currentiy has
annuaiized revenues of $ 5 ook and is expected to doubie its monthiy
revenue in the next 6 months . the three next acquisitions wi | | add an
additional $ 2 . 5 million in revenue .
long - term strategy
the company plans to raise funds to make acquisitions throughout
strategic new home markets and create a national brand with revenues of
$ 5 o - 75 miilion by 2007 . lauraan wiil be recognized for its quality of
service , vaiue provided , and the simplicity of its soiutions .
breaking news : lauraan corporation announces new servicing and builder
agreements
grapevine , texas , jan 14 , 20 o 5 / prnewswire - firstcail via comtex / - -
lauraan corporation ( l r c j ) ( "" lauraan "" ) , a provider of home
entertainment and automation products for the new home market , announced today that
their wholly - owned subsidiary , sysiync of georgia , ( sysiync ) has
compieted an exclusive agreement with certicom , inc . a national provider of
home and commercia | security systems , to service their residential
accounts in the atianta area . in addition , syslync has been named the sole
insta | | er for new insta | | ations of residentia | alarms for certicom and
wi | | be their provider of other home technoiogy products too .
sysiync aiso announced today that they were selected as the preferred
provider of home technoiogy products and services for atlanta - based lou
freeman properties , inc . , a developer and buiider of custom homes in
the $ 2 oo , ooo to $ 1 , ooo , ooo plus , range .
"" these two agreements wi | | more than double the homes we touch
throughout the atianta area , "" stated david watson , general manager of syslync ,
"" and the agreements wiil provide sysiync with steady , recurring revenue
streams important to our profitability . ""
lauraan is a home entertainment and technology soiutions provider that
offers builders and home 0 wners a singie source for their audio / video ,
home theater , security , computer and home automation needs . through its
company - owned stores , lauraan subsidiaries work directly with builders
and homeowners , to design and insta | | home technology soiutions that f
i t the homeowner ' s lifestyie and budget .
safe harbor act discl @ imer : this press reiease contains forward - | 0 oking
statements within the meaning of section 27 a of the securities act of
1933 , as amended , and section 21 e of the securities exchange act of
1934 , as amended ( the "" exchange act "" ) , and as such , may involve risks and
uncertainties . forward - | ooking statements , which are based on certain
assumptions and describe future plans , strategies , and expectations , are
genera | | y identifiabie by the use of words such as "" believe , "" "" expect , ""
"" intend "" "" anticipate , "" "" estimate , "" "" project , "" or simiiar expressions .
these forward - | ooking statements reiate to , among other things ,
expectations of the business environment in which the company operates ,
projections of future performance , potentia | future performance , perceived
opportunities in the market , and statements regarding the company ' s
mission and vision . the company ' s actua | results , performance , and
achievements may differ materialiy from the resuits , performance , and
achievements expressed or impiied in such forward - looking statements due to a
wide range of factors which are set forth in our annual report on form
10 - ksb on fiie with the sec .
read this | ega | notes before you do anything eise :
information within this email contains "" forward looking statements ""
within the meaning of section 27 a of the securities act of 1933 and
section 21 b of the securities exchange act of 1934 . any statements that
express or involve discussions with respect to predictions , goals ,
expectations , beiiefs , pians , projections , objectives , assumptions or future
events or performance are not statements of historica | fact and may be
"" forward | ooking statements . "" forward | ooking statements are based on
expectations , estimates and projections at the time the statements are made
that involve a number of risks and uncertainties which couid cause
actua | results or events to differ materia | | y from those presentiy
anticipated . forward looking statements in this action may be identified
through the use of words such as : "" projects "" , "" foresee "" , "" expects "" ,
"" estimates , "" "" believes , "" "" understands "" "" wil | , "" "" part of : "" anticipates , "" or that
by statements indicating certain actions "" may , "" "" could , "" or "" might ""
occur . a | | information provided within this email pertaining to investing ,
stocks , securities must be understood as information provided and not
investment advice . emerging equity alert advises a | | readers and
subscribers to seek advice from a registered professional securities
representative before deciding to trade in stocks featured within this email .
none of the material within this report shail be construed as any kind of
investment advice . please have in mind that the interpretation of the
witer of this newsletter about the news pubiished by the company does
not represent the company officia | statement and in fact may differ from
the rea | meaning of what the news reiease meant to say . look the news
reiease by yourseif and judge by yourseif about the details in it .
in compliance with section 17 ( b ) , we disciose the holding of l r c j
shares prior to the pubiication of this report . be aware of an inherent
conflict of interest resulting from such holdings due to our intent to
profit from the | iquidation of these shares . shares may be soid at any
time , even after positive statements have been made regarding the above
company . since we own shares , there is an inherent conflict of interest
in our statements and opinions . readers of this publication are
cautioned not to piace undue reiiance on forward - | ooking statements , which are
based on certain assumptions and expectations invoiving various risks
and uncertainties , that couid cause resuits to differ materially from
those set forth in the forward - looking statements .
piease be advised that nothing within this email shal | constitute a
solicitation or an invitation to get position in or se | | any security
mentioned herein . this newsletter is neither a registered investment
advisor nor affiliated with any broker or deaier . this newsietter was paid
$ 1956 o from third party to send this report . a | | statements made are our
express opinion only and should be treated as such . we may own , take
position and se | | any securities mentioned at any time . this report
includes forward - looking statements within the meaning of the private
securities litigation reform act of 1995 . these statements may inciude terms
as "" expect "" , "" beiieve "" , "" may "" , "" wiil "" , "" move "" , "" undervaiued "" and
"" intend "" or similar terms .
if you wish to stop future maiiings , or if you fee | you have been
wrongfuliy piaced in our | i s t , please gohere
( - stocksender @ yahoo . com - )",spam,2005-01-23
928,15784,emailing : memo,"current matches :
1 .
samantha kilgore is within 21 miles from your
location . she is married , but her husband is away
almost every weekend and some weeknights .
2 .
sarah morales is within 14 miles from your
location . she is married but looking for another
relationship while her husband is on the road .
email address and pictures of your matches are available :
http : / / meetinnotime . com / d / 6 . php
not for me ?
http : / / meetinnotime . com / out /",spam,2005-01-26
929,29209,decommission wireless hubs,"due to recent concerns about the lack of security over wireless networks , all wireless hubs will be disconnected from the enron network on tuesday , 3 / 26 . enron network services will continue to investigate alternative wireless security methods . if you have any questions concerning this action please , please contact mary vollmer @ ext . 33381 .
ets solution center - houston , at 713 - 345 - 4745
ets solution center - omaha , at 402 - 398 - 7454",ham,2002-03-25
930,16085,amatuer match,"amatuer match
f - r - e - e adult personals
http : / / www . donehernow . com / ca . html
totally new alternative dating site !
sick and tired of meeting boring people on genaric dating sites ?
we have the answer !
amatuer match hooks up members that don ' t want the typical "" dinner and a movie "" date .
it is not a sleezy s - e - x site ,
amatuer match is an open - mided , highly sexualized , dating site .
see the difference !
meet real people in your area tonight !
http : / / www . donehernow . com / ca . html
ztop mail
http : / / www . donehernow . com / nothanks . php
to be removed via mail please send to
irvingwac inc
2914 knyaz battenberg str .
bourgas , bulgaria
k 5 n 5 j",spam,2005-04-06
931,12885,re : amendment to im ii ppa,"todd and louise ,
with respect to no . 1 below , i will check with mike curry to get his view on "" contract intent "" .
with respect to no . 2 and no . 3 , the answer is absolutely "" no "" as they are material changes to the contract that have significant value issues . since i personally requested these changes to the original contract ( in the negotiation process ) , i know what the contract intent was and continues to be .
if aep is still the equity buyer , they have complete control over the "" grid curtailment "" and associated termination risk in item no . 2 since they are the transmission owning utility in the region .
the total epmi ppa ( as of 9 / 17 cob ) value is currently $ 18 . 5 million . my estimate for ppa value erosion for amendments no . 2 and no . 3 is $ 8 - 10 million . obviously , the $ erosion value is somewhat subjective , however , the transmission risk / grid curtailment risk on this project is significant and the termination event for grid curtailment is essential to mitigate what could be substantial downside for epmi . the reason i had mike ensure this provision was in the current ppa was to shift some of that risk back to enron wind and now enron wind is trying to push it to the project lenders ( who also don ' t want the risk ) .
- - - - - original message - - - - -
from : lindholm , tod a .
sent : mon 9 / 17 / 2001 5 : 54 pm
to : presto , kevin m . ; curry , mike ; lamb , john ; payne , michael
cc : murphy , harlan ; kitchen , louise
subject : re : amendment to im ii ppa
kevin ,
ewc requires three clarifications to the ppa in order to get the project financed and sold . all previously requested amendments proposed by the equity purchaser have been dropped , and ewc will take the resulting pricing reduction .
i want to make sure you understand how minor these three clarifications are . these clarifications conform to the original deal and are not changes to the deal .
1 . banking provisions . ewc and epmi agreed that energy and renewable energy credits ( "" recs "" ) produced by the indian mesa ii wind generating facility in any year in excess of the annual minimum quantity would , on a cumulative basis , offset any deficiencies of energy and recs in subsequent years . section 4 . 04 of the agreement does not clearly provide the cumulative carryover mechanism which was contemplated by the parties . ( this section originally provided for the carryover , but in an effort to simplify the language , the aggregate carryover concept was clouded . ) both the project lenders and the proposed equity purchaser have required that the point be clarified . there has never been a disagreement between epmi and ewc on the intention of the carryover banking provisions . epmi ' s most recent refusal to make this clarification now appears to be a change in the original deal
2 . grid curtailment ewc and epmi drafted the contract with specific provisions relating to termination resulting from grid curtailment , section 5 . 04 . there is an ambiguity in that grid curtailment could also be covered under the termination provision relating to force majeure under section 5 . 02 . this inconsistency is the problem . neither ewc nor epmi were to pay damages to the other party in the event of grid curtailment . the proposed equity purchasers have requested that the force majeure provisions of the ppa be clarified to make it clear that extended grid curtailment would not give rise to termination payments . this clarification is consistent with the original intent of the parties and is not a change to the deal .
3 . epmi credit support . epmi ' s obligations under the ppa are guaranteed by enron . the indian mesa ii ppa permits epmi to assign the ppa to certain affiliates without consent of the seller . any assignment by epmi would not relieve it of its duties and obligations under the contract , and the enron guarantee would remain in place . however , the project lenders have required clarification that the enron guarantee would either explicitly remain in place or that the assignee would have a credit quality at least as good as enron corp ' s credit quality . the project lender ' s have also requested that the termination payment provisions be clarified to provide that any substitute ppa used to calculate a termination payment would also need to be with a party that had a credit quality similar to enron corp ' s , since that is the credit that is supporting the indian mesa ii ppa . this will not affect the value of the contract to a third party since enron bears this obligation unless released by the project .
under the dispute resolution provisions of the ppa we could certainly pursue declaratory relief under arbitration . our sense is that this does nothing but ensure delay .
from an enron perspective :
the sale of the equity and the financing of the non - recourse debt on the indian mesa ii project is currently at a standstill due to issues surrounding the ambiguities in the ppa
while the debt financing for the indian mesa i project is in place ( different offtaker ) the proposed equity sale to aep is linked to the sale of the indian mesa ii project .
if enron cannot move forward with the financing of the project within the next month , enron will likely end up with approximately $ 153 m less cash at year end than it counted on in its plan , in addition to any decrease in planned earnings
the after - tax return to enron in a "" hold "" situation is 0 % , due to enron being in the alternative minimum tax position , i . e . it cannot use the tax benefits .
it was clear in the discussions with the city of san antonio that these clarifications would have had no affect on value .
tod
- - - - - original message - - - - -
from : presto , kevin m .
sent : saturday , september 15 , 2001 2 : 41 pm
to : curry , mike ; lamb , john ; payne , michael ; lindholm , tod a .
cc : murphy , harlan ; kitchen , louise
subject : re : amendment to im ii ppa
i would like to make the message even more clear . epmi will not be making any changes , amendments , clarifications , interpretations , etc . to the current indian mesa ii ppa . therefore , any proposed purchaser of the indian mesa facility must evaluate the contract based on their own legal and commercial interpretation .
i don ' t think it is productive to spend any more time on this discussion . we will continue provide enron wind with the ppa value on a daily basis such that total shareholder value is maximized for any proposed wind transaction ( sale of company and / or sale of im project ) .
please feel free to call me to discuss ( 713 - 853 - 5035 )
- - - - - original message - - - - -
from : curry , mike
sent : fri 9 / 14 / 2001 3 : 11 pm
to : lamb , john ; payne , michael ; lindholm , tod a .
cc : presto , kevin m . ; murphy , harlan
subject : re : amendment to im ii ppa
we are not interested in these changes to the ppa . these changes will weaken the language in the contract for us ( i . e . improve it for aep that is probably why they are asking for the "" clarifications "" ) . i will be out next week on vacation so please address any further concerns in my absence to kevin presto . regards , - mike
- - - - - original message - - - - -
from : lamb , john
sent : friday , september 14 , 2001 10 : 28 am
to : curry , mike
cc : lindholm , tod a . ; payne , michael ; godfrey , jay
subject : amendment to im ii ppa
mike : attached is our proposed amendment to the indian mesa ii ppa . it deals with the banking clarification ( section 4 . 04 amendments ) , grid curtailment clarification ( section 5 . 02 amendments ) , guaranty clarifications requested by the lenders ( section 5 . 05 and 9 . 03 amendments ) , and the ercot amendment ( section 3 . 04 amendments ) that we have discussed . please note that the ercot restriction would permit international sales , such as to mexico , but would otherwise restrict epmi ' s sales of energy from the wind facility to other locations within ercot . in the preparation of this draft , we used the same amendment that was previously sent to you by e - mail on 8 / 22 / 01 . that e - mail had a redline with it to show the changes to the banking provisions . please let us know whether this draft is acceptable or whether you have any questions or comments on the amendment . thanks
regards
john
>",ham,2001-09-17
932,5638,risk contact,"steve ,
i talked to sh ? n about your paper .
please , feel free to contact her directly and discuss
the publication options .
vince
sh ? n millie
risk books
28 - 29 haymarket
london swly 4 rx
phone : 44 ( 0 ) 171 484 9740
fax : 44 ( 0 ) 171 484 9758
e - mail : shan @ risk . co . uk
www . riskpublications . com",ham,2000-03-02
