sportsett_id,summary,winner_points
4964,"The Milwaukee Bucks defeated the Philadelphia 76ers, 123 - 108, at Fiserv Forum on Wednesday. The hot start of the regular season from the Bucks (40) hit a bump in the road in Wednesday's first quarter, as Milwaukee scored just 22 points in the first 12 minutes and found itself down by 12 points to the visiting 76ers (2 - 3). The Bucks' struggles, however, would end there, as they would go on to score 49 points in the second quarter and took a seven - point lead into the locker room. They'd never let go of that lead thanks in large part to the stellar play from Giannis Antetokounmpo, who finished with a triple - double of a game - high 32 points, 18 rebounds and 10 assists in 37 minutes. Khris Middleton added 25 points of his own on 6 - of - 18 shooting from the field, while starting center Brook Lopez made five three - pointers in one quarter on his way to scoring 21 points in 32 minutes. As a team, it wasn't a great shooting performance for the Bucks, who hit just 30 percent of their threes and shot 41 percent from the field overall, but they managed to make a living at the free throw line and shot a very impressive 28 - of - 30 from the charity strip Wednesday night. For the 76ers, Joel Embiid had another monster night, posting 30 points, 19 rebounds and six assists in 36 minutes, but he shot just 9 - of - 24 from the field. Fellow young star Ben Simmons also didn't shoot great, going just 6 - of - 15, but he still managed to post a triple - double of 14 points, 13 rebounds and 11 assists in his return from a back injury. Overall, it was just a poor shooting night from the 76ers, as while 32 percent from behind the arc is a decent mark, they hit just 41 percent of their shots overall and 70 percent of their attempts from the free throw line en route to their second straight loss.",123
4965,"The Milwaukee Bucks defeated the Orlando Magic, 113 - 91, at BMO Harris Bradley Center on Saturday evening. The Bucks (60) started their quest to keep preserve their perfect record strong, building a 65 - 51 halftime lead. They essentially then put the game away in the third quarter, tacking on another 28 points while limiting the Magic (2 - 4) to just 17. That sealed Milwaukee's fourth home win of the season, one in which they limited Orlando to 33 percent shooting while draining 50 percent of their own attempts. Additionally, the home squad was once again dominant on the boards, winning the rebounding battle by a 57 - 42 margin. Nikola Vucevic paced the Magic with 16 points, a total he supplemented with nine rebounds, one assist and one steal. D.J. Augustin produced 11 points, four assists and one rebound. Evan Fournier managed 10 points and one assist. Jonathon Simmons matched Fournier's scoring total to lead the bench. Aaron Gordon shot just 3 - for - 15 on his way to a nine - point, five - rebound effort. Giannis Antetokunmpo's 21 points led the Bucks. He added seven rebounds, one assist and one block. Khris Middleton turned in 18 points, seven rebounds, four assists and one steal. Malcolm Brogdon went for 16 points, four boards and two assists. Donte DiVincenzo led the bench with 15 points and also hauled in three rebounds. Brook Lopez generated 11 points. The Magic head back home to face the Sacramento Kings on Tuesday night, while the Bucks remain home for a Monday ninght showdown against the Toronto Raptors.",113
4966,"The Milwaukee Bucks defeated the visiting Toronto Raptors, 124 - 109, at BMO Harris Bradley Center on Monday evening. The Bucks and the Raptors each entered the contest with 60 records, making it the first time in NBA history for such an occurrence. Unfortunately, both team's star players were sidelined from the contest, as Giannis Antetokounmpo sat out on concussion protocol, while Kawhi Leonard sat out for rest, as it was the first night of a back - to - back for Toronto. The first quarter was tight, resulting in the Bucks taking a 30 - 29 lead into the second. They took control in the second quarter, outscoring the Raptors by eight, to take a 62 - 53 lead into the half. The Bucks continued to build on their lead through the third quarter, pushing the gap to 15 heading into the fourth. The Raptors could not get their shots to fall in the fourth and took their first loss of the season, while the Bucks remain the only undefeated team in the league. Ersan Ilyasova led the Bucks with 19 points, 10 rebounds and two assists, in 23 minutes of action. Malcolm Brogdon and Eric Bledsoe tallied 17 points each, while Khris Middleton finished with 14 points, eight assists, four rebounds and two steals. The Bucks shot 49 percent from the field, including 19 - of - 45 from long range. Meanwhile, Serge Ibaka led the Raptors with 30 points on 12 - of - 21 shooting, in 28 minutes. Pascal Siakam followed up with 22 points, eight rebounds, four steals, two assists and one block, while Jonas Valanciunas was the only other player to score in double digits, with 10 points. Kyle Lowry tallied nine points, 15 assists, six rebounds, two steals and two blocks, in 34 minutes. The Raptors shot 39 percent from the field, including 9 - of - 44 from long range. The Raptors (6 - 1) will be right back in action as they play host to the 76ers on Tuesday. The Bucks (70) take on the Celtics in Boston on Thursday.",124
4967,"The Milwaukee Bucks defeated the Sacramento Kings, 144 - 109, at Fiserv Forum on Sunday afternoon. A high - scoring affair in Milwaukee ended going towards the home team, as the Bucks (8 - 1) didn't have problems to dismantle the Kings (6 - 4) who entered this game as one of the most surprising teams in The Association during the young 2018 - 19 season. Milwaukee quickly jumped to a 39 - 30 lead in the first quarter, and they never let it go since they also won the remaining three quarters: 33 - 20, 36 - 32 and 36 - 27, respectively. The fact that the Bucks scored at least 30 points in every quarter certainly stands out, but they were effective on both ends of the court on their way to a huge 35 - point win. Giannis Antetokounmpo led the way for the Bucks since he finished with a triple - double of 26 points, 15 rebounds and 11 assists, but in the end eight different Bucks scored over 10 points. Eric Bledsoe had 17 points with six rebounds, Malcolm Brogdon contributed with 13 points, and Khris Middleton added 12 of this own. Four bench players topped the 10 - point mark as well: Ersan Ilyasova (15 pts), Pat Connaughton (13 pts), Tony Snell (12 pts) and John Henson (10 pts, 6 rebs). The Kings enjoyed solid efforts from De'Aaron Fox, who had 15 points, six rebounds and six assists, and Buddy Hield, who chipped in with 19 points in only 24 minutes of action. But most of the scoring contributions came from second - unit players who took advantage of the opportunity, such as Justin Jackson, who had 22 points, and rookie Marvin Bagley III, who finished with 11 points and six rebounds.",144
4968,"The Memphis Grizzlies defeated the host Milwaukee Bucks, 116 - 113, at Fiserv Forum on Wednesday. This game was full of monster swings in the second half, as Memphis made the run that mattered most. In fact, Milwaukee went on a 27 - 4 run when they trailed by 15 points in the third quarter to take an eight - point lead early in the fourth. Memphis then responded with a 23 - 7 run to take an eight - point lead with two minutes remaining. The Bucks then ended the game on a 12 - 7 run but that simply wasn't enough to make up their deficit. Those small spurts by Milwaukee was the only time Memphis wasn't in control, as they led for 40 minutes of this game. Three-point shooting was huge for the Grizzlies, as they went 14 - of - 36 from long range while the Bucks hit just 9 - of - 35. Taking care of the ball was also critical, with Memphis recording two more assists than Milwaukee while committing four fewer turnovers. The Grizzlies (8 - 5) were led by Marc Gasol, as he tallied 29 points, five rebounds and two assists. Mike Conley accrued 26 points, two rebounds, four assists and two steals. Kyle Anderson collected six points, eight rebounds and five assists. Shelvin Mack led the bench with 15 points, six rebounds and five assists. The Bucks (10 - 4) got another gen out of Giannis Antetokounmpo, as he accumulated 31 points, nine rebounds, four assists and two blocks on 10 - of - 14 from the field. Khris Middleton finished with 25 points, five rebounds and three assists. Eric Bledsoe totaled 15 points, six rebounds, seven assists and two steals. Pat Connaughton led the bench with 16 points, six rebounds, two assists and two steals. Both teams play home games on Friday for their next outings, with Milwaukee welcoming the Chicago Bulls and Memphis playing the Sacramento Kings.",116
4969,"The Milwaukee Bucks defeated the visiting Chicago Bulls, 123 - 104, at BMO Harris Bradley Center on Friday evening. The Bulls jumped out and stunned the Bucks, as they built a 16 - 6 lead just five minutes into the game, and went on to outscore the home team, 40 - 27, in the first quarter. The Bulls stayed in control, as they maintained a double - digit lead through the second quarter and took a 63 - 45 lead into halftime. The Bucks turned the tables in the third, as they kicked the quarter off with a 17 - 6 run, to cut the deficit to just seven. They carried on to outscore the Bulls by 29 in the quarter, to take a 91 - 80 lead into the fourth. The Bulls were not able to recover from the devastating third quarter, where they were outscored 46 - 17, as they were not even able to get back within 10 points of the Bucks for the remainder of the contest. Eric Bledsoe led the Bucks with 25 points, six assists, four rebounds, three steals and one block, in 30 minutes. Giannis Antetokounmpo followed up with 23 points, 13 rebounds, four assists and three blocks, while Khris Middleton added 23 points, 10 rebounds, eight assists and two steals. The Bucks shot 50 percent from the field, including 18 - of - 43 from long range. Meanwhile, Jabari Parker led the Bulls with 21 points, eight rebounds and three assists, in 33 minutes. Justin Holiday followed up with 20 points, four assists, three rebounds and three steals, while Antonio Blakeney tallied 18 points on 8 - of - 14 shooting, in 20 minutes off the bench. The Bulls shot 44 percent from the field, including 13 - of - 33 from long range. The Bulls (4 - 12) will look to bounce back as they play host to the Raptors on Saturday. The Bucks (11 - 4) play host to the Nuggets on Monday.",123
4970,"The Milwaukee Bucks defeated the visiting Denver Nuggets, 104 - 98, at BMO Harris Bradley Center on Monday evening. The contest got out to a very competitive start, as there were multiple lead changes and ties through the first quarter, until the Nuggets emerged with a 29 - 25 lead, heading into the second. The Nuggets continued with the momentum, as they pushed their lead to 11, just two minutes into the quarter. They continued their push until they carried a 10 - point lead into halftime. The home team turned the tide in the third, as the Bucks chipped away at the lead, which the Nuggets continued to push ahead, until they finally broke ahead in the final minutes of the third quarter. The Bucks led 78 - 77, heading into the fourth. The contest continued with the score tied at 89, with five minutes left. The Bucks took the lead with a three - pointer and did not look back. Despite a continued effort from the Nuggets, the Bucks held on with clutch shooting down the stretch. Giannis Antetokounmpo led Milwaukee with 29 points, 12 rebounds, six assists and two steals, in 39 minutes. Eric Bledsoe followed up with 23 points, five rebounds, five assists and two steals, in 35 minutes. Khris Middleton came up clutch with a crucial three - pointer, capping off a solid night, with 13 points, six rebounds, five assists and two steals. Meanwhile, Nikola Jokic led the Nuggets with 20 points, five rebounds, five assists and one steal, in 32 minutes. Jamal Murray had a good game, with 17 points, nine assists, eight rebounds and one block. Gary Harris added 14 points, six assists and one steal, in 34 minutes. The Nuggets (10 - 7) will look to bounce back as they take on the Timberwolves in Minnesota, on Wednesday. The Bucks (12 - 4) play host to the trail Blazers on Wednesday.",104
4971,"The Milwaukee Bucks defeated the Portland Trail Blazers, 143 - 100, at Fiserve Forum on Wednesday evening. The Bucks (13 - 4) had recently pledged to start playing sharper basketball from the opening quarter, in order to eliminate some of the last - minute comebacks that had somewhat become their trademark in recent games. They can consider Wednesday's effort mission accomplished in that regard, as the Milwaukee built a commanding 72 - 50 halftime lead. That would prove to be more than enough, as the home squad rained down another 71 points on the Trail Blazers (12 - 6), who were a bit road weary after having already played four away games over the previous seven days coming into Wednesday. Damian Lillard and C.J. McCollum paced the Trail Blazers with matching 22 - point tallies. Lillard added five assists and four rebounds, while McCollum provided a rebound, an assist and two steals. Jusuf Nurkic was the only other double - digit scorer with 16 points, and he also hauled in six boards. Al-Farouq Aminu totaled just four points but added nine rebounds, Giannis Antetokounmpo led the Bucks with 33 points and also contributed 16 rebounds, nine assists and three steals. Khris Middleton followed with 21 points, seven rebounds, four assists and two steals. Eric Bledsoe and Malcolm Brogdon generated matching 16 - point efforts. Christian Wood and Thon Maker both chipped in 11 points off the bench, while pulling down five and eight rebounds, respectively. The Trail Blazers will remain on the road for one more game, facing off with the Golden State Warriors on Friday. The Bucks remain home and welcome the Phoenix Suns on Friday evening as well.",143
4972,"The Phoenix Suns defeated the Milwaukee Bucks, 116 - 114, at Fiserv Forum on Friday evening. The Suns (4 - 14) came into Saturday's contest still seeking their first road win of the season, and facing quite the uphill battle versus a Bucks (13 - 5) squad that had only dropped one home game. However, Phoenix made a statement by taking a 64 - 61 halftime lead, and they proved it wasn't a fluke by essentially hanging with Milwaukee basket for basket in the second half. The game was deadlocked at 114 - 114 when Jamal Crawford drained 17 - foot jumper with 1 seconds remaining to give the Suns an upset win. Devin Booker led the way with 29 points, a total he supplemented with seven assists, four rebounds and three steals. T.J. Warren provided 19 points, five rebounds, two assists, one steal and one block. Deandre Ayton managed 17 points, seven rebounds and three assists. Trevor Ariza totaled 13 points, 11 rebounds, three assists and two steals. Richaun Holmes led the bench with 12 points, Josh Jackson and Crawford each pitched in 11 points. Giannis Antetokounmpo paced the Bucks with 35 points and added 10 rebounds, three assists and one steal. Malcolm Brogdon totaled 22 points, four assists, three rebounds and one steal. Khris Middleton collected 15 points, six rebounds, four assists and one steal. Eric Bledsoe filled out the stat sheet with 12 points, seven assists, three rebounds, one steal and one block. Ersan Ilyasova led the bench with nine points, four rebounds and three assists. The Suns next pay a visit to the Detroit Pistons on Sunday afternoon, while the Bucks remain home and take on the San Antonio Spurs in a Saturday night showdown.",116
4973,"The Milwaukee Bucks defeated the visiting San Antonio Spurs, 135 - 129, at BMO Harris Bradley Center on Saturday evening. The game got out to a very competitive start, as the Bucks outscored the Spurs, 37 - 36, in the first quarter. The back and forth battle continued through the second, this time with the Spurs taking the advantage, as they outscored the Bucks by two in the quarter, to take a 68 - 67 lead into halftime. The Spurs came out strong in the third, while the Bucks did not fall too far behind. However, the Spurs kept the pressure on and pushed their lead to seven, heading into the fourth. They stayed on top to start the fourth, quickly pushing their lead to 10, but the Bucks did not give up, as they made it a two - point game within just a couple of minutes. The Bucks reclaimed the lead for the first time in the quarter, with 3:13 to go. They went on to outscore the Spurs, 14 - 9, in the final minutes to secure the solid home win. Giannis Antetokounmpo led the Bucks with 34 points, 18 rebounds, eight assists, two steals and one block, in 38 minutes. Khris Middleton tallied 21 points, four rebounds, two assists and a steal, while Eric Bledsoe finished with 20 points, 10 assists, four rebounds and two steals. The bucks shot 57 percent from the field, including 15 - of - 39 from long range. Meanwhile, DeMar DeRozan led San Antonio with 34 points, seven assists, four rebounds and one steal, in 34 minutes. Bryn Forbes followed up with 18 points, two rebounds, one assist and one steal, while Davis Bertans chipped in 17 points, six rebounds, one assist and one steal, in 23 minutes off the bench. The Spurs (9 - 10) will look to bounce back as they take on the Bulls in Chicago on Monday. The Bucks (14 - 5) take on the Hornets in Charlotte on Monday.",135
4974,"The Milwaukee Bucks defeated the Chicago Bulls, 116 - 113, at Fiserv Forum on Wednesday night. The Bucks (15 - 6) came in with a sparkling 10 - 2 home record, but with a feisty divisional rival on tap. The Bulls (5 - 17) made it clear they weren't fazed by Milwaukee's home - floor dominance in the first quarter, taking a quick 40 - 30 lead. The home squad had erased that advantage by halftime, but the game remained hotly contested into the closing seconds. Khris Middleton then drained a 27 - foot three - point jumper with 5 seconds remaining to snap a 113 - 113 tie, and Justin Holiday's desperation game - tying attempt with a second left couldn't find the net. Jabari Parker and Zach LaVine paced the Bulls with matching 24 - point efforts. They added eight and nine rebounds, respectively. Ryan Arcidiacono netted 22 points and also supplied five rebounds, four assists and five steals. Robin Lopez led the bench with 17 points and also hauled in five rebounds. Holiday finished with eight points, six rebounds, four assists and two steals. Giannis Antetokounmpo led the Bucks with a 36 - point, 11 - rebound double - double that also included eight assists, two steals and one block. Malcolm Brogdon poured in 24 points and added six assists, five rebounds and one block. Middleton delivered 17 points, six rebounds and four assists. Brook Lopez totaled 12 points, five boards, two assists and two blocks. The Bulls next head to Motown, where they'll battle the Detroit Pistons on Friday night. The Bucks next take on the New York Knicks in the Big Apple on Saturday afternoon.",116
4975,"The Milwaukee Bucks defeated the Detroit Pistons, 115 - 92, at Fiserv Forum on Wednesday evening. The Bucks (16 - 7) came in well - rested, last having taken the court Saturday. That energy was evident in the first half, as Milwaukee had forged a 56 - 45 lead over the Pistons (13 - 9) by intermission. The home squad would keep the pressure on in the second half, compiling another 59 points while limiting Detroit to 47. The Bucks put on a stellar offensive show, holding the visitors to 36 percent shooting and forcing 20 turnovers. Blake Griffin's 31 points, which he supplemented with seven rebounds, four assists and one block, led the Pistons. Reggie Jackson provided 15 points, seven rebounds, five assists and one steal. Andre Drummond continued a string of quiet games with 10 points, eight boards, one assist and one steal. No other Detroit player hit double digits in the scoring column, with Zaza Pachuilia coming the closest with eight points off the bench. Eric Bledsoe paced the Bucks with 27 points, adding four assists, three rebounds and four steals. Giannis Antetokounmpo managed 15 points, eight rebounds, five assists, one steal and one block. Malcolm Brogdon poured in 14 points and also supplied six rebounds and two assists. Tony Snell drew a start for Khris Middleton (personal) and netted 11 points, seven rebounds, one assist and two steals. Thon Maker and Sterling Brown delivered matching 11 - point tallies off the bench. The Pistons head back home and tangle with the Philadelphia 76ers on Friday night, while the Bucks remain home for a Friday night showdown against the Golden State Warriors.",115
4976,"The Golden State Warriors defeated the Milwaukee Bucks, 105 - 95, at Fiserv Forum on Friday evening. The Warriors (18 - 9) were looking for a little retribution after having been walloped by the Bucks back on Nov. 8 in their one previous meeting. This time they had the advantage of attacking the Bucks (16 - 8) with a fully healthy Stephen Curry, who'd exited that contest with a groin injury that would ultimately force him to miss the subsequent 11 games. Golden State forged a 57 - 51 halftime lead, but the game was ultimately won on defense in the fourth quarter. The visitors held Milwaukee to just 19 points over the final 12 minutes, a fitting finish to a strong effort on that end of the floor overall. The Warriors limited their hosts to 39 percent shooting, including 18 percent from three - point range, while also forcing 18 turnovers. Curry and Klay Thompson paced the Warriors with matching 20 - point tallies. Curry added eight assists, four rebounds and one steal, while Thompson supplied six assists, five rebounds, four steals and two blocks. Andre Iguodala turned in 15 points, eight boards, two assists, one steal and one block. Kevin Durant struggled through a 3 - for - 14 shooting night to finish with a modest 11 points, but he added eight boards, six assists and one steal. Giannis Antetokoumpo led the Bucks with a 22 - point, 15 - rebound double - double that also included five assists, two steals and two blocks. Malcolm Brogdon followed with 15 points, seven rebounds and three assists. Brook Lopez and Eric Bledsoe generated matching 14 - point contributions. Khris Middleton posted 10 points, eight rebounds and one steal, although he drained only four of 14 attempts. The Warriors head back home to take on the Minnesota Timberwolves on Monday night, while the Bucks pay a visit to the Toronto Raptors on on Sunday evening.",105
4977,"The Milwaukee Bucks defeated the visiting Cleveland Cavaliers, 108 - 92, at Fiserv Forum on Monday. This was an extremely lopsided matchup, as Milwaukee won this game in wire - to - wire fashion. A 31 - 18 first quarter really set the tone, as the Bucks held a double - digit lead for the entirety of the second half. Rebounding was huge for Milwaukee, as they out - rebounded Cleveland, 58 - 46. The shooting disparity was critical as well, with the Bucks shooting 44 percent from the field and 42 percent from three - point range while holding the Cavaliers to 37 percent from the field and 33 percent from long range. The Cavaliers (6 - 21) were led by Larry Nance Jr., as he provided 16 points, seven rebounds, two assists and two steals off the bench. Collin Sexton led the starters, as he accrued 15 points, four rebounds and two assists. Jaron Blossomgame recorded a double - double off the bench, amassing 11 points and 10 boards. The Bucks (18 - 8) played this game without Giannis Antetokounmpo (neck) but that clearly didn't affect them in this dominating victory. Eric Bledsoe led the way, as he collected 20 points, 12 rebounds and five assists. Malcolm Brogdon accumulated 18 points, five rebounds and five assists. Khris Middleton finished with 16 points seven rebounds and three assists. Sterling Brown led the bench with 12 points, eight rebounds and two assists. Both these teams return to action on Wednesday, with Milwaukee traveling to play the Indiana Pacers and Cleveland welcoming the New York Knicks to Quicken Loans Arena.",108
4978,"The Milwaukee Bucks defeated the New Orleans Pelicans, 123 - 115, at Fiserv Forum on Wednesday. The Bucks came into Wednesday's contest down several key bench players, but some unexpected names showed up when the team needed them to and the home team was able to hold off an undermanned New Orleans squad. Giannis Antetokounmpo still led the way for Milwaukee, posting 25 points, eight rebounds and eight assists in 34 minutes. With the other starters being less effective, however, the second unit stepped up in a major way, as Milwaukee got 49 points from its bench. Tony Snell and newcomer George Hill led the way with 13 and 11 points, respectively, but the surprise performance of the night came from D.J. Wilson, who had the best game of his short career as a Buck with nine points and 10 rebounds. As for the Pelicans, they were without Julius Randle and Nikola Mirotic due to ankle injuries, and they lost Anthony Davis to an illness for all of the second quarter and some of the third. But, despite being without their three key frontcourt players, they still managed to keep the game close and even had the lead going into halftime. This was thanks in large part to the performance out of Jahlil Okafor, who came off the bench in Davis' absence to score an impressive 17 points in just 13 minutes. Okafor shot 6 - of - 8 from the field and 5 - of - 7 from the free throw line. Even though he played just 29 minutes, Davis still managed to finish with a game - high 27 points and 11 rebounds, while Jrue Holiday finished with 25 points and 12 assists.",123
4979,"The Milwaukee Bucks defeated the visiting New York Knicks, 112 - 96, at Fiserv Forum on Thursday Milwaukee came into this game as a sizable favorite and this 16 - point victory show just why, The Bucks did all their damage after the first quarter, as they won each of the final three quarters by at least five points apiece. That allowed them to hold the lead for the entirety of the second half while leading by at least five points for the final 16 minutes of action. Milwaukee's defense was critical, as they held New York to 37 percent shooting while winning the defensive rebounding differential, 46 - 33. The Bucks did a ton of damage down low on the offensive end too, outscoring the Knicks in the paint, 52 - 28. The Knicks (9 - 27) got a rare start from Luke Kornet, as he led the team with 23 points, three rebounds and five assists. Noah Vonleh accrued 15 points, 13 rebounds, two assists and three blocks. Emmanuel Mudiay finished with 13 points, three rebounds and six assists. Kevin Knox amassed 12 points and six boards. The Bucks (24 - 10) were led by Giannis Antetokoumpo, as he accumulated 31 points, 14 rebounds, eight assists and four blocks. Khris Middleton broke his shooting slump by totaling 25 points, six rebounds and five assists. Brook Lopez generated 17 points and three boards while D.J. Wilson led the bench with 10 points, 14 rebounds and two blocks. Both teams return to action on Saturday, with Milwaukee playing host to the Brooklyn Nets and New York traveling to Salt Lake City to face the Utah Jazz.",112
4980,"The Milwaukee Bucks defeated the Brooklyn Nets, 129 - 115, at Fiserv Forum on Saturday afternoon. The Bucks (25 - 10) already had a sizable advantage going into the contest given their past body of work on their home floor this season. However, the news that D'Angelo Russell would be rested for Saturday's game brightened their prospects even further. The disparity between the two clubs was vividly illustrated in the first half, as Milwaukee jumped out to a 71 - 52 halftime lead. The Nets (17 - 21) were much more competitive in the second half, but Giannis Antetokounmpo's 31 - point, 10 - rebound, 10 - assist triple - double spearheaded the home squad's efforts and helped keep Brooklyn at bay. Shabazz Napier paced the Nets off the bench in Russell's absence, posting 32 points, seven assists, four rebounds and one steal. Kenneth Faried followed with a 21 - point, 10 - rebound double - double in 27 minutes off the bench after Rondae Hollis-Jefferson left the game with an adductor strain after logging just three minutes. DeMarre Carroll furnished 18 points. five rebounds and four assists. Joe Harris poured in 15 points, while Spencer Dinwiddie drew the start in Russell's place and provided 10 points, five assists, three rebounds and one steal. Khris Middleton was right behind Antetokounmpo with 29 points, seven assists, four rebounds and one steal. Brook Lopez registered 24 points, two rebounds, one steal and one block. Malcolm Brogdon managed 18 points, six rebounds, two assists and one steal. D.J. Wilson pitched in seven points, seven rebounds and one assist. The Nets head back home and next take the court on Wednesday night against the New Orleans Pelicans. The Bucks remain home and tangle with the Detroit Pistons on Tuesday evening.",129
4981,"The Milwaukee Bucks defeated the Detroit Pistons, 121 - 98, at Fiserv Forum on Tuesday evening. The Bucks (26 - 10) apparently made a fast start one of their primary New Year's resolutions, as they came out of the gates hot and prepared to defend home court. Milwaukee raced out to a 68 - 52 halftime lead over the Pistons (16 - 19), essentially setting the tone for what would be a comfortable home victory. The Bucks exerted their will on both ends of the floor, draining 60 percent of their shots while limiting Detroit to a 38 percent success rate from the floor. All five members of the home squad's first unit scored in double digits and shot at least 50 percent. Blake Griffin was the one bright spot for the Pistons, leading the way with 29 points and adding nine rebounds, four assists, one steal and one block. Reggie Jackson mustered 19 points and three assists. Andre Drummond followed with 15 points, seven rebounds, one assist and two steals. Khyri Thomas led the bench with 13 points, while Reggie Bullock managed just six points on 2 - for - 8 shooting. Brook Lopez paced the Bucks with 25 points, supplementing them with three rebounds and two blocks. Khris Middleton tallied 22 points, five rebounds and two assists. Eric Bledsoe furnished 18 points, six assists, four rebounds and one steal. Giannis Antetokounmpo delivered 15 points, eight boards, seven assists, three blocks and one steal. Malcolm Brogdon posted 13 points, five assists and four rebounds. The Pistons remain on the road and take on the Memphis Grizzlies on Wednesday evening, while the Bucks remain home and tangle with the Atlanta Hawks on Friday night.",121
4982,"The Milwaukee Bucks defeated the visiting Atlanta Hawks, 144 - 112, at Fiserv Forum on Friday. Milwaukee came into this matchup as a sizable favorite and this scoreline shows just why. The first quarter really set the tone, as they outscored Atlanta, 43 - 14, en route to a wire - to - wire win. The domination didn't end there though, as they led by 33 points at the half and by 39 points heading into the fourth quarter. The shooting disparity was key, with Milwaukee hitting 55 percent of their shots while holding Atlanta to just 44 percent from the field. The Bucks also outrebounded the Hawks, 53 - 32, while out - assisting them, 36 - 26. Milwaukee also won the points in the paint battle, 74 - 40, while winning the fastbreak points differential, 34 - 19. The Hawks (11 - 27) were led by DeAndre' Bembry, as he provided 19 points and two rebounds off the bench. DeWayne Dedmon led the starters with 14 points and two assists. Trae Young was their best player, as he tallied 13 points, three rebounds, 10 assists and two steals. John Collins finished with 12 points, seven rebounds, two assists and two steals. The Bucks (27 - 10) had all 12 players score at least eight points, as Khris Middleton led the team with 19 points, four assists and three steals. Malcolm Brogdon matched those 19 points, adding three rebounds and two assists to his tally. Giannis Antetokounmpo accumulated 16 points, eight rebounds and 10 assists while Eric Bledsoe totaled 14 points, eight rebounds and two assists. Ersan Ilyasova led the bench with 10 points and 10 boards. On deck for Milwaukee is a home matchup versus the Toronto Raptors on Saturday. As for Atlanta, they return to action on Sunday when they play host to the Miami Heat.",144
4983,"The Toronto Raptors defeated the Milwaukee Bucks, 123 - 116, at Fiserv Forum on Saturday night. The Raptors (29 - 12) found themselves in a precarious position after the first 12 minutes, as the home - dominant Bucks (27 - 11) raced out to a 34 - 27 first - quarter lead. However, Toronto impressively outscored Milwaukee by a 64 - 48 margin over the second and third quarters, which gave them a 91 - 82 advantage heading into the final period. The home squad battled back to knot the game at 98 with 7:10 remaining before the Raptors finished the game on a 25 - 18 run. Kawhi Leonard and Pascal Siakam co - led the Raptors with matching 30 - point efforts. Leonard added six rebounds, six assists and five steals, while Siakam supplied four rebounds, three assists and two blocks. Serge Ibaka posted 25 points, nine rebounds and five assists. Fred VanVleet managed 21 points, eight assists, five rebounds and one block. Danny Green poured in 12 points, brought down nine boards, recorded one steal and tallied one block. Giannis Antetokounmpo paced the Bucks with a 43 - point, 18 - rebound double - double that also included four assists and one steal. Malcolm Brogdon tallied 15 points, five assists, three rebounds, two blocks and one steal. Eric Bledsoe and Khris Middleton totaled 14 points apiece while also dishing out eight and nine assists, respectively. George Hill and Sterling Brown pitched in 11 points each. The Raptors head back home to take on the Indiana Pacers on Sunday evening, while the Bucks remain home to face the Utah Jazz on Monday night.",123
4984,"The Milwaukee Bucks defeated the visiting Utah Jazz, 114 - 102, at Fiserv Forum on Monday. This scoreline is unfair to Utah, as this game was close until the final minutes. In fact, Milwaukee's biggest lead was 13 points, as it was within a single - digit margin for the first 45 minutes of action. The Bucks rode a 31 - 16 fourth quarter to that double - digit scoreline, as there were 10 ties and 23 lead changes across the first three quarters. The assist - to - turnover ratio was the difference in the game, with Milwaukee recording 27 assists to 10 turnovers while Utah recorded 20 assists to 15 turnovers. The Bucks ended up shooting 47 percent from the field while holding the Jazz to 42 percent shooting. The Jazz (20 - 21) were led by Donovan Mitchell, as he amassed 26 points and three rebounds. Rudy Gobert finished with 14 points, 15 rebounds, three assists and two steals. Derrick Favors totaled 12 points, seven rebounds and three blocks. Ricky Rubio left after four minutes due to a hamstring injury but scored nine points. The Bucks (28 - 11) were led by Giannis Antetokounmpo, as he collected 30 points, 10 rebounds, two assists and two blocks. Malcolm Brogdon accrued 21 points, five rebounds and five assists. Brook Lopez accrued 15 points, eight rebounds and three blocks while Khris Middleton finished with 14 points, seven rebounds and five assists. Thon Maker led the bench with 15 points, five rebounds and two steals. On deck for Milwaukee is a road matchup versus the Houston Rockets on Wednesday. Utah also returns to action on Wednesday, as they play host to the Orlando Magic.",114
